address_street,city,state,zip_code,price,beds,baths,area_sq_ft,latitude,longitude,status_text,list_url,date_scraped,listing_id,listing_time
4959 E Roy Rogers Rd,Cave Creek,AZ,85331,"$850,000",3,2,"2,539",33.74644,-111.97499,House for sale,https://www.zillow.com/homedetails/4959-E-Roy-Rogers-Rd-Cave-Creek-AZ-85331/7976163_zpid/,06-23-2022_21:28:03,7976163,6 days on Zillow
18244 N 37th Ave,Glendale,AZ,85308,"$375,000",3,2,"1,355",33.652527,-112.139565,House for sale,https://www.zillow.com/homedetails/18244-N-37th-Ave-Glendale-AZ-85308/7948325_zpid/,06-23-2022_21:28:03,7948325,Open: Sat. 10am-1pm
2506 W Caribbean Ln UNIT 2,Phoenix,AZ,85023,"$338,000",3,3,"1,574",33.623737,-112.11205,Townhouse for sale,https://www.zillow.com/homedetails/2506-W-Caribbean-Ln-UNIT-2-Phoenix-AZ-85023/7961627_zpid/,06-23-2022_21:28:03,7961627,6 days on Zillow
3417 E Claire Dr,Phoenix,AZ,85032,"$399,000",3,2,"1,591",33.620296,-112.00756,House for sale,https://www.zillow.com/homedetails/3417-E-Claire-Dr-Phoenix-AZ-85032/8012062_zpid/,06-23-2022_21:28:03,8012062,"Price cut: $16,000 (Jun 23)"
8109 N 28th Ave,Phoenix,AZ,85051,"$349,900",3,2,"1,410",33.55526,-112.11928,House for sale,https://www.zillow.com/homedetails/8109-N-28th-Ave-Phoenix-AZ-85051/7751110_zpid/,06-23-2022_21:28:03,7751110,6 days on Zillow
4124 N 64th St,Scottsdale,AZ,85251,"$1,795,000",3,2,"2,325",33.495728,-111.94366,House for sale,https://www.zillow.com/homedetails/4124-N-64th-St-Scottsdale-AZ-85251/72105180_zpid/,06-23-2022_21:28:03,72105180,6 days on Zillow
Yorktown Plan,,,,"$554,990",4,3,"2,910",33.409325,-112.23232,New construction,https://www.zillow.com/community/preserve-at-tuscano/2070506823_zpid/,06-23-2022_21:28:03,2070506823,3D Homes Icon3D Tour
4525 N 22nd St UNIT 402,Phoenix,AZ,85016,"$550,000",3,3,"1,596",33.503082,-112.0341,Apartment for sale,https://www.zillow.com/homedetails/4525-N-22nd-St-UNIT-402-Phoenix-AZ-85016/59267949_zpid/,06-23-2022_21:28:03,59267949,6 days on Zillow
4202 N 33rd St,Phoenix,AZ,85018,"$1,995,000",4,4,"3,748",33.49735,-112.0114,House for sale,https://www.zillow.com/homedetails/4202-N-33rd-St-Phoenix-AZ-85018/68958431_zpid/,06-23-2022_21:28:03,68958431,6 days on Zillow
1118 N 12th St,Phoenix,AZ,85006,"$600,000",3,2,"1,430",33.46065,-112.05675,House for sale,https://www.zillow.com/homedetails/1118-N-12th-St-Phoenix-AZ-85006/7529939_zpid/,06-23-2022_21:28:03,7529939,6 days on Zillow
4545 N 67th Ave UNIT 1145,Phoenix,AZ,85033,"$468,500",4,3,"1,888",33.50341,-112.197876,House for sale,https://www.zillow.com/homedetails/4545-N-67th-Ave-UNIT-1145-Phoenix-AZ-85033/7712634_zpid/,06-23-2022_21:28:03,7712634,6 days on Zillow
801 E Butler Dr,Phoenix,AZ,85020,"$435,000",2,2,"1,813",33.56018,-112.0638,House for sale,https://www.zillow.com/homedetails/801-E-Butler-Dr-Phoenix-AZ-85020/7790082_zpid/,06-23-2022_21:28:03,7790082,6 days on Zillow
33 W Northview Ave,Phoenix,AZ,85021,"$1,995,000",4,4,"5,072",33.542206,-112.07472,House for sale,https://www.zillow.com/homedetails/33-W-Northview-Ave-Phoenix-AZ-85021/7792548_zpid/,06-23-2022_21:28:03,7792548,6 days on Zillow
17224 N 46th Pl,Phoenix,AZ,85032,"$495,000",3,2,"1,300",33.643154,-111.98109,House for sale,https://www.zillow.com/homedetails/17224-N-46th-Pl-Phoenix-AZ-85032/8019415_zpid/,06-23-2022_21:28:03,8019415,6 days on Zillow
7501 - The Shift Plan,,,,"$799,900",2,3,"2,355",33.616768,-112.04438,New construction,https://www.zillow.com/community/paradigm/2067879246_zpid/,06-23-2022_21:28:03,2067879246,Open: Please call or em...
5330 E Palomino Rd #60,Phoenix,AZ,85018,"$2,500,000",,,,33.506588,-111.96685,Lot / Land for sale,https://www.zillow.com/homedetails/5330-E-Palomino-Rd-60-Phoenix-AZ-85018/2062733968_zpid/,06-23-2022_21:28:03,2062733968,6 days on Zillow
902 E Gwen St,Phoenix,AZ,85042,"$485,000",3,2,"1,465",33.36588,-112.06196,House for sale,https://www.zillow.com/homedetails/902-E-Gwen-St-Phoenix-AZ-85042/55273084_zpid/,06-23-2022_21:28:03,55273084,6 days on Zillow
4737 W Wescott Dr,Glendale,AZ,85308,"$360,000",2,1,"1,117",33.656998,-112.1631,House for sale,https://www.zillow.com/homedetails/4737-W-Wescott-Dr-Glendale-AZ-85308/7939518_zpid/,06-23-2022_21:28:03,7939518,7 days on Zillow
3050 N Valencia Ln,Phoenix,AZ,85018,"$1,560,000",3,3,"3,026",33.483624,-111.96054,House for sale,https://www.zillow.com/homedetails/3050-N-Valencia-Ln-Phoenix-AZ-85018/7567211_zpid/,06-23-2022_21:28:03,7567211,Play video iconVideo Walkthrough
4644 22nd St UNIT 2081,Phoenix,AZ,85016,"$389,000",2,3,"1,274",33.503494,-112.0348,Townhouse for sale,https://www.zillow.com/homedetails/4644-22nd-St-UNIT-2081-Phoenix-AZ-85016/68535756_zpid/,06-23-2022_21:28:03,68535756,7 days on Zillow
8617 W Pinchot Ave,Phoenix,AZ,85037,"$339,000",3,3,"1,796",33.482018,-112.24424,House for sale,https://www.zillow.com/homedetails/8617-W-Pinchot-Ave-Phoenix-AZ-85037/7480270_zpid/,06-23-2022_21:28:03,7480270,"Price cut: $30,000 (Jun 24)"
Ironwood Plan 3518 Plan,,,,"$472,990",4,3,"1,943",33.4946,-112.2605,New construction,https://www.zillow.com/community/western-enclave-arbor/2068018454_zpid/,06-23-2022_21:28:03,2068018454,Open: Mon-Sun: By Appoi...
22829 N 39th Run,Phoenix,AZ,85050,"$1,265,000",5,4,"4,017",33.69409,-111.984,House for sale,https://www.zillow.com/homedetails/22829-N-39th-Run-Phoenix-AZ-85050/67776063_zpid/,06-23-2022_21:28:03,67776063,Open: Sat. 10am-1pm
14213 S 32nd Pl,Phoenix,AZ,85044,"$1,275,000",5,4,"3,887",33.31728,-112.014435,House for sale,https://www.zillow.com/homedetails/14213-S-32nd-Pl-Phoenix-AZ-85044/8150233_zpid/,06-23-2022_21:28:03,8150233,Open: Sat. 12-3pm
1222 E Eva St,Phoenix,AZ,85020,"$383,500",3,1,"1,256",33.568874,-112.0557,House for sale,https://www.zillow.com/homedetails/1222-E-Eva-St-Phoenix-AZ-85020/7787112_zpid/,06-23-2022_21:28:03,7787112,7 days on Zillow
4518 E Palo Brea Ln,Cave Creek,AZ,85331,"$989,000",4,3,"3,123",33.76263,-111.98381,House for sale,https://www.zillow.com/homedetails/4518-E-Palo-Brea-Ln-Cave-Creek-AZ-85331/7978603_zpid/,06-23-2022_21:28:03,7978603,Open: Sat. 10am-2pm
