address_street,city,state,zip_code,price,beds,baths,area_sq_ft,latitude,longitude,status_text,list_url,date_scraped,listing_id,listing_time
2103 Two Greenwood Ave #B,Austin,TX,78723,"$899,000",3,3,"1,978",,,Active,https://www.zillow.com/homedetails/2103-Two-Greenwood-Ave-B-Austin-TX-78723/2062914393_zpid/,06-14-2022_12:28:11,2062914393,4 days on Zillow
2113 Thornton Rd,Austin,TX,78704,"$1,100,000",1,2,"1,680",30.245491,-97.77035,Active,https://www.zillow.com/homedetails/2113-Thornton-Rd-Austin-TX-78704/29472799_zpid/,06-14-2022_12:28:11,29472799,4 days on Zillow
10400 Steinbeck Dr,Austin,TX,78747,"$546,840",4,2,"2,031",30.141474,-97.772766,Active,https://www.zillow.com/homedetails/10400-Steinbeck-Dr-Austin-TX-78747/305434337_zpid/,06-14-2022_12:28:11,305434337,Open: Mon-Sun: By Appoi...
4204 Ovalla Cv,Austin,TX,78749,"$675,000",3,2,"2,195",30.197456,-97.85364,Active,https://www.zillow.com/homedetails/4204-Ovalla-Cv-Austin-TX-78749/64577199_zpid/,06-14-2022_12:28:11,64577199,4 days on Zillow
12720 Rush Creek Ln,Austin,TX,78732,"$899,000",4,3,"3,263",30.354101,-97.907234,Active,https://www.zillow.com/homedetails/12720-Rush-Creek-Ln-Austin-TX-78732/83818635_zpid/,06-14-2022_12:28:11,83818635,4 days on Zillow
1903 Big Horn Dr,Austin,TX,78734,"$7,200,000",6,6,"5,413",30.3685,-97.91521,Active,https://www.zillow.com/homedetails/1903-Big-Horn-Dr-Austin-TX-78734/29354228_zpid/,06-14-2022_12:28:11,29354228,4 days on Zillow
2405 Stone River Dr,Austin,TX,78745,"$625,000",3,2,"1,701",30.194696,-97.818436,Active,https://www.zillow.com/homedetails/2405-Stone-River-Dr-Austin-TX-78745/144386288_zpid/,06-14-2022_12:28:11,144386288,4 days on Zillow
6612 Janes Ranch Rd,Austin,TX,78744,"$561,000",3,2,"1,989",30.171064,-97.72964,Active,https://www.zillow.com/homedetails/6612-Janes-Ranch-Rd-Austin-TX-78744/145658620_zpid/,06-14-2022_12:28:11,145658620,4 days on Zillow
3902 Willbert Rd,Austin,TX,78751,"$1,000,000",3,2,"2,021",30.296684,-97.72098,Active,https://www.zillow.com/homedetails/3902-Willbert-Rd-Austin-TX-78751/29398469_zpid/,06-14-2022_12:28:11,29398469,4 days on Zillow
12204 Long Bay Cv,Austin,TX,78732,"$900,000",4,3,"2,968",30.367762,-97.88791,Active,https://www.zillow.com/homedetails/12204-Long-Bay-Cv-Austin-TX-78732/83124915_zpid/,06-14-2022_12:28:11,83124915,4 days on Zillow
12308 Indian Mound Dr,Austin,TX,78758,"$699,000",4,2,"2,285",30.405025,-97.679726,Active,https://www.zillow.com/homedetails/12308-Indian-Mound-Dr-Austin-TX-78758/29438661_zpid/,06-14-2022_12:28:11,29438661,4 days on Zillow
The Casablanca Plan,,,,"$135,000",2,1,850,30.21221,-97.70791,New construction,https://www.zillow.com/community/titan-factory-direct-austin/2066390614_zpid/,06-14-2022_12:28:11,2066390614,Open: Monday - Saturday...
2214 S 3rd St #B,Austin,TX,78704,"$1,475,000",3,3,"1,420",30.244398,-97.76139,Active,https://www.zillow.com/homedetails/2214-S-3rd-St-B-Austin-TX-78704/2079143792_zpid/,06-14-2022_12:28:11,2079143792,4 days on Zillow
5820 Harper Park Dr UNIT 70,Austin,TX,78735,"$949,000",4,4,"2,937",30.238586,-97.85367,Active,https://www.zillow.com/homedetails/5820-Harper-Park-Dr-UNIT-70-Austin-TX-78735/251032288_zpid/,06-14-2022_12:28:11,251032288,4 days on Zillow
6700 Meadow Lake Blvd,Austin,TX,78744,"$425,000",3,2,"1,180",30.18039,-97.7509,Active,https://www.zillow.com/homedetails/6700-Meadow-Lake-Blvd-Austin-TX-78744/29505454_zpid/,06-14-2022_12:28:11,29505454,4 days on Zillow
1117 Algarita Ave,Austin,TX,78704,"$1,138,400",3,3,"1,423",30.237825,-97.74229,Active,https://www.zillow.com/homedetails/1117-Algarita-Ave-Austin-TX-78704/64796674_zpid/,06-14-2022_12:28:11,64796674,4 days on Zillow
2529 Rio Grande St APT 78,Austin,TX,78705,"$375,000",2,2,"1,055",30.290127,-97.744316,Active,https://www.zillow.com/homedetails/2529-Rio-Grande-St-APT-78-Austin-TX-78705/2127963073_zpid/,06-14-2022_12:28:11,2127963073,4 days on Zillow
1908 Quivira Rd,Austin,TX,78745,"$679,500",4,3,"3,147",30.191334,-97.81179,Active,https://www.zillow.com/homedetails/1908-Quivira-Rd-Austin-TX-78745/58315464_zpid/,06-14-2022_12:28:11,58315464,4 days on Zillow
4518 Best Way,Austin,TX,78725,"$349,000",3,2,"1,104",30.235905,-97.57161,Active,https://www.zillow.com/homedetails/4518-Best-Way-Austin-TX-78725/83829975_zpid/,06-14-2022_12:28:11,83829975,4 days on Zillow
1420 Berlin Ln,Austin,TX,78753,"$600,000",4,4,"2,466",30.395514,-97.64867,Active,https://www.zillow.com/homedetails/1420-Berlin-Ln-Austin-TX-78753/125891329_zpid/,06-14-2022_12:28:11,125891329,Open: Sat. 11am-3pm
12417 Knowell Dr,Austin,TX,78753,"$560,000",3,3,"2,403",30.392906,-97.64818,Active,https://www.zillow.com/homedetails/12417-Knowell-Dr-Austin-TX-78753/145550694_zpid/,06-14-2022_12:28:11,145550694,4 days on Zillow
123 Denise Cv,Austin,TX,78737,"$1,100,000",4,3,"3,153",30.166756,-97.93801,Active,https://www.zillow.com/homedetails/123-Denise-Cv-Austin-TX-78737/202161479_zpid/,06-14-2022_12:28:11,202161479,4 days on Zillow
1313 Cometa St #A,Austin,TX,78721,"$800,000",3,3,"1,683",30.279745,-97.68966,Active,https://www.zillow.com/homedetails/1313-Cometa-St-A-Austin-TX-78721/241931830_zpid/,06-14-2022_12:28:11,241931830,Play video iconVideo Walkthrough
609 W Mary St,Austin,TX,78704,"$1,700,000",3,4,"2,800",30.246508,-97.75729,Active,https://www.zillow.com/homedetails/609-W-Mary-St-Austin-TX-78704/29472728_zpid/,06-14-2022_12:28:11,29472728,4 days on Zillow
1800 E 4th St #343,Austin,TX,78702,"$425,000",1,1,512,30.260199,-97.72396,Active,https://www.zillow.com/homedetails/1800-E-4th-St-343-Austin-TX-78702/305426273_zpid/,06-14-2022_12:28:11,305426273,"Price cut: $10,000 (Jun 14)"
10716 Desert Willow Loop,Austin,TX,78748,"$500,000",3,2,"1,914",30.14739,-97.80457,Active,https://www.zillow.com/homedetails/10716-Desert-Willow-Loop-Austin-TX-78748/80094109_zpid/,06-14-2022_12:28:11,80094109,4 days on Zillow
2000 Maple Ave,Austin,TX,78722,"$675,000",3,2,"1,107",30.281677,-97.71674,Active,https://www.zillow.com/homedetails/2000-Maple-Ave-Austin-TX-78722/29392107_zpid/,06-14-2022_12:28:11,29392107,4 days on Zillow
3100 Menchaca Rd #9,Austin,TX,78704,"$1,020,000",3,4,"1,977",30.241463,-97.78236,Active,https://www.zillow.com/homedetails/3100-Menchaca-Rd-9-Austin-TX-78704/241938502_zpid/,06-14-2022_12:28:11,241938502,4 days on Zillow
1311 Southport Dr APT B,Austin,TX,78704,"$375,000",2,2,924,30.23278,-97.77566,Active,https://www.zillow.com/homedetails/1311-Southport-Dr-APT-B-Austin-TX-78704/331626903_zpid/,06-14-2022_12:28:11,331626903,4 days on Zillow
10208 Fossmoor St,Austin,TX,78717,"$990,000",4,3,"3,374",30.499786,-97.77124,Active,https://www.zillow.com/homedetails/10208-Fossmoor-St-Austin-TX-78717/67003940_zpid/,06-14-2022_12:28:11,67003940,4 days on Zillow
3120 Flinders Reef Ln,Austin,TX,78728,"$550,000",3,2,"2,161",30.452375,-97.68612,Active,https://www.zillow.com/homedetails/3120-Flinders-Reef-Ln-Austin-TX-78728/29451260_zpid/,06-14-2022_12:28:11,29451260,4 days on Zillow
324 Emerald Ridge Dr,Austin,TX,78732,"$1,795,000",5,4,"4,134",30.340693,-97.90891,Active,https://www.zillow.com/homedetails/324-Emerald-Ridge-Dr-Austin-TX-78732/89668846_zpid/,06-14-2022_12:28:11,89668846,4 days on Zillow
Hewitt Plan,,,,"$532,990",3,2,"1,689",30.306007,-97.657845,New construction,https://www.zillow.com/community/east-parke/2068622156_zpid/,06-14-2022_12:28:11,2068622156,Open: M:10AM-6PM;Tu:10A...
15020 Harkness Pass,Austin,TX,78725,"$425,000",4,2,"1,698",30.228622,-97.58522,Active,https://www.zillow.com/homedetails/15020-Harkness-Pass-Austin-TX-78725/331621809_zpid/,06-14-2022_12:28:11,331621809,5 days on Zillow
Dunwell Plan,,,,"$355,990",3,3,"1,392",30.1572,-97.6386,New construction,https://www.zillow.com/community/stoney-ridge/2070052616_zpid/,06-14-2022_12:28:11,2070052616,Open: Mon-Sun: By Appoi...
8313 Turning Trl,Austin,TX,78737,"$865,000",4,3,"2,975",30.231907,-97.90934,Active,https://www.zillow.com/homedetails/8313-Turning-Trl-Austin-TX-78737/121658862_zpid/,06-14-2022_12:28:11,121658862,5 days on Zillow
4209 Berkman Dr,Austin,TX,78723,"$1,190,000",3,3,"2,584",30.29476,-97.699814,Active,https://www.zillow.com/homedetails/4209-Berkman-Dr-Austin-TX-78723/145658958_zpid/,06-14-2022_12:28:11,145658958,5 days on Zillow
4505 Sidereal Dr,Austin,TX,78727,"$675,000",4,3,"2,343",30.426334,-97.72124,Active,https://www.zillow.com/homedetails/4505-Sidereal-Dr-Austin-TX-78727/29444375_zpid/,06-14-2022_12:28:11,29444375,5 days on Zillow
54 Rainey St APT 621,Austin,TX,78701,"$839,000",2,2,"1,164",30.25776,-97.739334,Active,https://www.zillow.com/homedetails/54-Rainey-St-APT-621-Austin-TX-78701/70348366_zpid/,06-14-2022_12:28:11,70348366,5 days on Zillow
8942 Wimberly Cv,Austin,TX,78735,"$3,400,000",3,3,"2,878",30.296354,-97.87155,Active,https://www.zillow.com/homedetails/8942-Wimberly-Cv-Austin-TX-78735/114404908_zpid/,06-14-2022_12:28:11,114404908,5 days on Zillow
12528 Reserve Creek Dr,Austin,TX,78748,"$750,000",3,3,"2,154",30.150322,-97.85739,Active,https://www.zillow.com/homedetails/12528-Reserve-Creek-Dr-Austin-TX-78748/119630569_zpid/,06-14-2022_12:28:11,119630569,5 days on Zillow
8110 Ranch Road 2222 APT 90,Austin,TX,78730,"$665,000",2,3,"1,313",30.378838,-97.805626,Active,https://www.zillow.com/homedetails/8110-Ranch-Road-2222-APT-90-Austin-TX-78730/251032879_zpid/,06-14-2022_12:28:11,251032879,"Price cut: $45,000 (Jun 14)"
McKinney Plan,,,,"$862,990",3,3,"2,223",30.294,-97.7069,New construction,https://www.zillow.com/community/mueller-courtyard-row/2072934645_zpid/,06-14-2022_12:28:11,2072934645,Open: Mon 10-6 ; Tue 10...
2450 Ashdale Dr APT 202,Austin,TX,78757,"$240,000",1,1,600,30.360043,-97.73283,Active,https://www.zillow.com/homedetails/2450-Ashdale-Dr-APT-202-Austin-TX-78757/2137312986_zpid/,06-14-2022_12:28:11,2137312986,5 days on Zillow
3102 Hemphill Park,Austin,TX,78705,"$1,600,000",3,3,"2,479",30.297318,-97.739494,Active,https://www.zillow.com/homedetails/3102-Hemphill-Park-Austin-TX-78705/29397263_zpid/,06-14-2022_12:28:11,29397263,5 days on Zillow
13427 Athens Trl,Austin,TX,78729,"$659,900",3,3,"1,664",30.456684,-97.75563,Active,https://www.zillow.com/homedetails/13427-Athens-Trl-Austin-TX-78729/29595471_zpid/,06-14-2022_12:28:11,29595471,5 days on Zillow
70 Rainey St #2704,Austin,TX,78701,"$2,975,000",2,3,"1,743",30.258486,-97.739174,Active,https://www.zillow.com/homedetails/70-Rainey-St-2704-Austin-TX-78701/306645077_zpid/,06-14-2022_12:28:11,306645077,5 days on Zillow
