address_street,city,state,zip_code,price,beds,baths,area_sq_ft,latitude,longitude,status_text,list_url,date_scraped
1706 18th Ave S SUITE 110,Nashville,TN,37212,"$430,000",1,2,808,36.137566,-86.79653,Condo for sale,https://www.zillow.com/homedetails/1706-18th-Ave-S-SUITE-110-Nashville-TN-37212/88978990_zpid/,06-23-2022_21:37:39
Sydney Plan,,,,"$462,990",4,3,"2,018",36.251827,-86.7687,New construction,https://www.zillow.com/community/skyridge/2065718985_zpid/,06-23-2022_21:37:39
1723 Underwood St,Nashville,TN,37208,"$665,000",4,3,"2,216",36.173286,-86.80727,Coming soon,https://www.zillow.com/homedetails/1723-Underwood-St-Nashville-TN-37208/41098883_zpid/,06-23-2022_21:37:39
Bella Plan,,,,"$699,900",4,5,"3,169",36.20809,-86.79011,New construction,https://www.zillow.com/community/proximity/2072831804_zpid/,06-23-2022_21:37:39
612 Sue Ct,Antioch,TN,37013,"$599,999",6,4,"3,200",36.048744,-86.695786,Coming soon,https://www.zillow.com/homedetails/612-Sue-Ct-Antioch-TN-37013/41198819_zpid/,06-23-2022_21:37:39
Davidson Plan,,,44,"$815,900",3,4,"3,216",36.16162,-86.84062,New construction,https://www.zillow.com/community/44tenn/2071174353_zpid/,06-23-2022_21:37:39
3002 Louise Dr,Nashville,TN,37211,"$699,900",4,4,"2,387",36.10729,-86.74717,Coming soon,https://www.zillow.com/homedetails/3002-Louise-Dr-Nashville-TN-37211/41150359_zpid/,06-23-2022_21:37:39
1401 Bending River Dr,Nashville,TN,37221,"$474,900",3,3,"1,951",36.092182,-87.00962,Coming soon,https://www.zillow.com/homedetails/1401-Bending-River-Dr-Nashville-TN-37221/108766483_zpid/,06-23-2022_21:37:39
405 Marshall St UNIT 8,Nashville,TN,37207,"$639,900",3,3,"1,718",36.20167,-86.76579,New construction,https://www.zillow.com/homedetails/405-Marshall-St-UNIT-8-Nashville-TN-37207/2062791134_zpid/,06-23-2022_21:37:39
405 Marshall St UNIT 5,Nashville,TN,37207,"$619,900",2,3,"1,696",36.20167,-86.76579,New construction,https://www.zillow.com/homedetails/405-Marshall-St-UNIT-5-Nashville-TN-37207/2062791219_zpid/,06-23-2022_21:37:39
405 Marshall St UNIT 2,Nashville,TN,37207,"$774,900",3,4,"2,179",36.20167,-86.76579,New construction,https://www.zillow.com/homedetails/405-Marshall-St-UNIT-2-Nashville-TN-37207/2062791282_zpid/,06-23-2022_21:37:39
3414A Hopkins St #A,Nashville,TN,37215,"$1,699,000",4,6,"3,626",36.1175,-86.805504,House for sale,https://www.zillow.com/homedetails/3414A-Hopkins-St-A-Nashville-TN-37215/2062857180_zpid/,06-23-2022_21:37:39
0 Pine Valley Rd,Ashland City,TN,37015,"$380,000",,,,,,Lot / Land for sale,https://www.zillow.com/homedetails/0-Pine-Valley-Rd-Ashland-City-TN-37015/2076143081_zpid/,06-23-2022_21:37:39
0 Saunders Ave,Nashville,TN,37216,"$250,000",,,,36.237984,-86.73099,Lot / Land for sale,https://www.zillow.com/homedetails/0-Saunders-Ave-Nashville-TN-37216/2086332381_zpid/,06-23-2022_21:37:39
0 Ashland City Hwy,Nashville,TN,37218,"$1,537,500",,,,,,Lot / Land for sale,https://www.zillow.com/homedetails/0-Ashland-City-Hwy-Nashville-TN-37218/2106777243_zpid/,06-23-2022_21:37:39
7219 Althorp Way APT L1,Nashville,TN,37211,"$317,000",2,2,"1,162",36.027557,-86.71105,Condo for sale,https://www.zillow.com/homedetails/7219-Althorp-Way-APT-L1-Nashville-TN-37211/2117436027_zpid/,06-23-2022_21:37:39
68 Twin St,Nashville,TN,37209,"$823,990",3,4,"2,570",36.14614,-86.899895,House for sale,https://www.zillow.com/homedetails/68-Twin-St-Nashville-TN-37209/244633350_zpid/,06-23-2022_21:37:39
668 McPherson Dr,Nashville,TN,37221,"$449,500",3,3,"2,025",36.06046,-86.93201,House for sale,https://www.zillow.com/homedetails/668-McPherson-Dr-Nashville-TN-37221/41172579_zpid/,06-23-2022_21:37:39
257 Blackman Rd,Nashville,TN,37211,"$599,900",4,3,"2,835",36.073933,-86.74036,Multi-family home for sale,https://www.zillow.com/homedetails/257-Blackman-Rd-Nashville-TN-37211/41177609_zpid/,06-23-2022_21:37:39
3316 Milbridge Dr,Antioch,TN,37013,"$359,500",3,2,"1,556",36.084297,-86.58509,House for sale,https://www.zillow.com/homedetails/3316-Milbridge-Dr-Antioch-TN-37013/41188842_zpid/,06-23-2022_21:37:39
605 Meadow Glen Ct,Nashville,TN,37221,"$700,000",4,3,"2,722",36.033783,-86.964584,House for sale,https://www.zillow.com/homedetails/605-Meadow-Glen-Ct-Nashville-TN-37221/41190414_zpid/,06-23-2022_21:37:39
663 Harpeth Knoll Rd,Nashville,TN,37221,"$550,000",4,2,"2,447",36.05807,-86.93576,House for sale,https://www.zillow.com/homedetails/663-Harpeth-Knoll-Rd-Nashville-TN-37221/41190866_zpid/,06-23-2022_21:37:39
505 McMurray Dr,Nashville,TN,37211,"$250,000",3,2,"1,161",36.057774,-86.72226,House for sale,https://www.zillow.com/homedetails/505-McMurray-Dr-Nashville-TN-37211/41194074_zpid/,06-23-2022_21:37:39
5601 Country Dr APT 212,Nashville,TN,37211,"$320,000",3,3,"1,518",36.04783,-86.7085,Townhouse for sale,https://www.zillow.com/homedetails/5601-Country-Dr-APT-212-Nashville-TN-37211/41198552_zpid/,06-23-2022_21:37:39
800 Cold Creek Trl,Nashville,TN,37211,"$475,000",3,2,"1,574",36.024765,-86.71825,House for sale,https://www.zillow.com/homedetails/800-Cold-Creek-Trl-Nashville-TN-37211/41203126_zpid/,06-23-2022_21:37:39
407 Woodmont Hall Pl,Nashville,TN,37205,"$850,000",4,3,"2,572",36.11739,-86.83803,House for sale,https://www.zillow.com/homedetails/407-Woodmont-Hall-Pl-Nashville-TN-37205/63644422_zpid/,06-23-2022_21:37:39
5129 Ander Dr,Brentwood,TN,37027,"$449,900",4,4,"2,040",36.002865,-86.693756,Townhouse for sale,https://www.zillow.com/homedetails/5129-Ander-Dr-Brentwood-TN-37027/124893409_zpid/,06-23-2022_21:37:39
1613B Glen Echo Rd,Nashville,TN,37215,"$1,249,990",3,4,"3,107",36.107307,-86.802155,House for sale,https://www.zillow.com/homedetails/1613B-Glen-Echo-Rd-Nashville-TN-37215/124903781_zpid/,06-23-2022_21:37:39
1233 Hope Village Way,Hermitage,TN,37076,"$353,990",2,3,"1,209",,,New construction,https://www.zillow.com/homedetails/1233-Hope-Village-Way-Hermitage-TN-37076/2062738892_zpid/,06-23-2022_21:37:39
2713 Sparrowgap Trl,Antioch,TN,37013,"$490,380",5,3,"2,282",,,New construction,https://www.zillow.com/homedetails/2713-Sparrowgap-Trl-Antioch-TN-37013/2062740912_zpid/,06-23-2022_21:37:39
2124 Postings Poin,Antioch,TN,37013,"$529,990",4,3,"2,468",36.057648,-86.60294,New construction,https://www.zillow.com/homedetails/2124-Postings-Poin-Antioch-TN-37013/2062741417_zpid/,06-23-2022_21:37:39
313 Becanni Ln,Nashville,TN,37209,"$699,900",3,4,"1,920",36.154602,-86.87412,New construction,https://www.zillow.com/homedetails/313-Becanni-Ln-Nashville-TN-37209/2062744648_zpid/,06-23-2022_21:37:39
941 Main St #201,Nashville,TN,37206,"$675,000",4,2,"1,250",36.177444,-86.754364,House for sale,https://www.zillow.com/homedetails/941-Main-St-201-Nashville-TN-37206/2062952723_zpid/,06-23-2022_21:37:39
807A Porter Rd,Nashville,TN,37206,"$1,250,000",5,5,"3,222",36.184006,-86.73196,House for sale,https://www.zillow.com/homedetails/807A-Porter-Rd-Nashville-TN-37206/2091629543_zpid/,06-23-2022_21:37:39
7234 Althorp Way APT U8,Nashville,TN,37211,"$295,000",2,1,988,36.02721,-86.71236,Condo for sale,https://www.zillow.com/homedetails/7234-Althorp-Way-APT-U8-Nashville-TN-37211/2102891050_zpid/,06-23-2022_21:37:39
3305 Colby Dr,Nashville,TN,37211,"$625,000",4,2,"2,275",36.09782,-86.72885,House for sale,https://www.zillow.com/homedetails/3305-Colby-Dr-Nashville-TN-37211/41162278_zpid/,06-23-2022_21:37:39
245 Nunley Dr,Nashville,TN,37211,"$450,000",3,2,"1,984",36.09344,-86.72234,House for sale,https://www.zillow.com/homedetails/245-Nunley-Dr-Nashville-TN-37211/41162545_zpid/,06-23-2022_21:37:39
116 Windsor Terrace Dr,Nashville,TN,37221,"$499,900",3,3,"1,760",36.077248,-86.910774,Townhouse for sale,https://www.zillow.com/homedetails/116-Windsor-Terrace-Dr-Nashville-TN-37221/41173083_zpid/,06-23-2022_21:37:39
1302 Tyne Blvd,Nashville,TN,37215,"$1,700,000",3,3,"2,172",36.081463,-86.80924,House for sale,https://www.zillow.com/homedetails/1302-Tyne-Blvd-Nashville-TN-37215/41174130_zpid/,06-23-2022_21:37:39
5175 Granny White Pike,Nashville,TN,37220,"$1,450,000",4,3,"2,543",36.070976,-86.81164,House for sale,https://www.zillow.com/homedetails/5175-Granny-White-Pike-Nashville-TN-37220/41174386_zpid/,06-23-2022_21:37:39
589 Highcrest Dr,Nashville,TN,37211,"$489,999",3,2,"2,050",36.064964,-86.73163,House for sale,https://www.zillow.com/homedetails/589-Highcrest-Dr-Nashville-TN-37211/41178678_zpid/,06-23-2022_21:37:39
8204 W Chase Ct,Nashville,TN,37221,"$1,275,000",5,4,"4,540",36.040886,-86.94872,House for sale,https://www.zillow.com/homedetails/8204-W-Chase-Ct-Nashville-TN-37221/41191207_zpid/,06-23-2022_21:37:39
5416 Anchorage Dr,Nashville,TN,37220,"$975,000",3,3,"2,700",36.059574,-86.76978,House for sale,https://www.zillow.com/homedetails/5416-Anchorage-Dr-Nashville-TN-37220/41192245_zpid/,06-23-2022_21:37:39
1203 Clubhouse Ln,Antioch,TN,37013,"$289,900",2,2,"1,466",36.040764,-86.6726,House for sale,https://www.zillow.com/homedetails/1203-Clubhouse-Ln-Antioch-TN-37013/41199313_zpid/,06-23-2022_21:37:39
2928 Teakwood Dr,Nashville,TN,37214,"$402,000",3,1,950,36.158054,-86.6543,House for sale,https://www.zillow.com/homedetails/2928-Teakwood-Dr-Nashville-TN-37214/41121455_zpid/,06-23-2022_21:37:39
3183 Parthenon Ave,Nashville,TN,37203,"$750,000",4,1,"1,846",36.145622,-86.82095,House for sale,https://www.zillow.com/homedetails/3183-Parthenon-Ave-Nashville-TN-37203/41128257_zpid/,06-23-2022_21:37:39
1906 Blair Blvd,Nashville,TN,37212,"$3,250,000",6,6,"6,709",36.130356,-86.79948,New construction,https://www.zillow.com/homedetails/1906-Blair-Blvd-Nashville-TN-37212/41131540_zpid/,06-23-2022_21:37:39
1101 Archer St,Nashville,TN,37203,"$1,400,000",4,4,"2,208",36.14502,-86.78448,House for sale,https://www.zillow.com/homedetails/1101-Archer-St-Nashville-TN-37203/41132071_zpid/,06-23-2022_21:37:39
2509 Vaulx Ln,Nashville,TN,37204,"$1,200,000",2,1,904,36.12385,-86.781784,House for sale,https://www.zillow.com/homedetails/2509-Vaulx-Ln-Nashville-TN-37204/41146374_zpid/,06-23-2022_21:37:39
916 Percy Warner Blvd,Nashville,TN,37205,"$559,000",3,2,"1,775",36.084015,-86.88357,House for sale,https://www.zillow.com/homedetails/916-Percy-Warner-Blvd-Nashville-TN-37205/41155151_zpid/,06-23-2022_21:37:39
420 Cathy Jo Cir,Nashville,TN,37211,"$374,900",4,4,"1,589",36.095154,-86.72043,Multi-family home for sale,https://www.zillow.com/homedetails/420-Cathy-Jo-Cir-Nashville-TN-37211/41162730_zpid/,06-23-2022_21:37:39
327 Blackman Rd,Nashville,TN,37211,"$565,000",4,2,"1,920",36.073875,-86.7446,House for sale,https://www.zillow.com/homedetails/327-Blackman-Rd-Nashville-TN-37211/41177416_zpid/,06-23-2022_21:37:39
97 High Lea Rd,Brentwood,TN,37027,"$1,850,000",5,6,"4,648",36.04049,-86.81949,House for sale,https://www.zillow.com/homedetails/97-High-Lea-Rd-Brentwood-TN-37027/41191809_zpid/,06-23-2022_21:37:39
1540 Sunbeam Dr,Antioch,TN,37013,"$455,000",3,3,"1,930",36.02025,-86.67047,House for sale,https://www.zillow.com/homedetails/1540-Sunbeam-Dr-Antioch-TN-37013/121389581_zpid/,06-23-2022_21:37:39
5536 Prada Dr,Brentwood,TN,37027,"$475,000",3,4,"1,920",36.002567,-86.69328,House for sale,https://www.zillow.com/homedetails/5536-Prada-Dr-Brentwood-TN-37027/124894023_zpid/,06-23-2022_21:37:39
2207 24th Ave N #D,Nashville,TN,37208,"$529,900",3,3,"1,784",,,New construction,https://www.zillow.com/homedetails/2207-24th-Ave-N-D-Nashville-TN-37208/2062784768_zpid/,06-23-2022_21:37:39
5636 Hickory Woods Dr,Antioch,TN,37013,"$477,990",4,3,"2,618",36.027153,-86.58603,New construction,https://www.zillow.com/homedetails/5636-Hickory-Woods-Dr-Antioch-TN-37013/2062791243_zpid/,06-23-2022_21:37:39
