address_street,city,state,zip_code,price,beds,baths,area_sq_ft,latitude,longitude,status_text,list_url,date_scraped,listing_id,listing_time
3808 SW Coronado St,Portland,OR,97219,"$699,900",4,3,"2,639",45.44231,-122.71625,Active,https://www.zillow.com/homedetails/3808-SW-Coronado-St-Portland-OR-97219/53982902_zpid/,06-23-2022_21:20:34,53982902,Open: Sun. 11am-1pm
7123 SE Rhone St,Portland,OR,97206,"$390,000",3,2,"2,548",45.495846,-122.58972,Active,https://www.zillow.com/homedetails/7123-SE-Rhone-St-Portland-OR-97206/53941429_zpid/,06-23-2022_21:20:34,53941429,8 days on Zillow
1410 NW Kearney St APT 813,Portland,OR,97209,"$449,000",1,1,"1,041",45.529144,-122.68616,Active,https://www.zillow.com/homedetails/1410-NW-Kearney-St-APT-813-Portland-OR-97209/63298440_zpid/,06-23-2022_21:20:34,63298440,8 days on Zillow
3923 NE 9th Ave,Portland,OR,97212,"$499,900",2,1,"1,112",45.551205,-122.65685,Active,https://www.zillow.com/homedetails/3923-NE-9th-Ave-Portland-OR-97212/53919675_zpid/,06-23-2022_21:20:34,53919675,8 days on Zillow
15548 SE Henderson Way,Portland,OR,97236,"$625,000",4,3,"2,415",45.46945,-122.502396,Active,https://www.zillow.com/homedetails/15548-SE-Henderson-Way-Portland-OR-97236/53876966_zpid/,06-23-2022_21:20:34,53876966,Open: Sat. 1-3pm
11356 NE Glisan St,Portland,OR,97220,"$469,000",3,2,"2,168",45.525974,-122.54561,Active,https://www.zillow.com/homedetails/11356-NE-Glisan-St-Portland-OR-97220/53885255_zpid/,06-23-2022_21:20:34,53885255,Play video iconVideo Walkthrough
12044 SE Deerhaven Dr,Portland,OR,97266,"$250,000",,,"8,276",45.466896,-122.53925,Active,https://www.zillow.com/homedetails/12044-SE-Deerhaven-Dr-Portland-OR-97266/119270543_zpid/,06-23-2022_21:20:34,119270543,9 days on Zillow
12122 SE Foster Rd,Portland,OR,97266,"$999,900",1,1,"5,651",45.47603,-122.538635,Active,https://www.zillow.com/homedetails/12122-SE-Foster-Rd-Portland-OR-97266/306683805_zpid/,06-23-2022_21:20:34,306683805,9 days on Zillow
2554 SW Arden Rd,Portland,OR,97201,"$999,000",4,4,"5,268",45.50199,-122.701904,Active,https://www.zillow.com/homedetails/2554-SW-Arden-Rd-Portland-OR-97201/53873775_zpid/,06-23-2022_21:20:34,53873775,3D Homes Icon3D Tour
15151 NW Blakely Ln,Portland,OR,97229,"$720,000",4,3,"2,103",45.55647,-122.832985,Active,https://www.zillow.com/homedetails/15151-NW-Blakely-Ln-Portland-OR-97229/48575514_zpid/,06-23-2022_21:20:34,48575514,9 days on Zillow
7023 SE Alberta Ave,Portland,OR,97206,"$449,900",3,3,"1,521",45.45859,-122.59166,Active,https://www.zillow.com/homedetails/7023-SE-Alberta-Ave-Portland-OR-97206/2062767014_zpid/,06-23-2022_21:20:34,2062767014,9 days on Zillow
17564 NW Springville Rd UNIT 13,Portland,OR,97229,"$379,900",3,2,"1,358",45.5601,-122.85761,Active,https://www.zillow.com/homedetails/17564-NW-Springville-Rd-UNIT-13-Portland-OR-97229/2111995825_zpid/,06-23-2022_21:20:34,2111995825,"Price cut: $20,000 (Jun 22)"
416 NW 13th Ave APT 101,Portland,OR,97209,"$415,000",1,1,725,45.525898,-122.68342,Active,https://www.zillow.com/homedetails/416-NW-13th-Ave-APT-101-Portland-OR-97209/53840093_zpid/,06-23-2022_21:20:34,53840093,9 days on Zillow
11521 NE Fargo St,Portland,OR,97220,"$380,000",2,1,720,45.545757,-122.54426,Active,https://www.zillow.com/homedetails/11521-NE-Fargo-St-Portland-OR-97220/53927958_zpid/,06-23-2022_21:20:34,53927958,12 days on Zillow
7065 NE 8th Ave,Portland,OR,97211,"$489,900",2,1,"1,224",45.573887,-122.65667,Active,https://www.zillow.com/homedetails/7065-NE-8th-Ave-Portland-OR-97211/53993096_zpid/,06-23-2022_21:20:34,53993096,12 days on Zillow
9745 N Hodge Ave,Portland,OR,97203,"$524,900",3,3,"1,577",45.588856,-122.720345,Active,https://www.zillow.com/homedetails/9745-N-Hodge-Ave-Portland-OR-97203/2062797011_zpid/,06-23-2022_21:20:34,2062797011,12 days on Zillow
4617 SE 118th Ave,Portland,OR,97266,"$524,999",5,3,"2,172",45.48835,-122.542305,Active,https://www.zillow.com/homedetails/4617-SE-118th-Ave-Portland-OR-97266/88885856_zpid/,06-23-2022_21:20:34,88885856,Open: Sat. 1-3pm
3911 NE Killingsworth St APT 7,Portland,OR,97211,"$299,900",2,2,"1,047",45.563,-122.62317,Active,https://www.zillow.com/homedetails/3911-NE-Killingsworth-St-APT-7-Portland-OR-97211/68353128_zpid/,06-23-2022_21:20:34,68353128,12 days on Zillow
14575 NW Germantown Rd,Portland,OR,97231,"$1,700,000",4,5,"6,879",45.589554,-122.827644,Active,https://www.zillow.com/homedetails/14575-NW-Germantown-Rd-Portland-OR-97231/53996616_zpid/,06-23-2022_21:20:34,53996616,"Price cut: $100,000 (Jun 23)"
Cambridge Plan,,,,"$689,900",3,3,"2,762",45.4676,-122.5059,New construction,https://www.zillow.com/community/hawthorne-estates/2067362499_zpid/,06-23-2022_21:20:34,2067362499,Open: Mon 11-6 ; Tue 11...
911 NE 114th Ave,Portland,OR,97220,"$509,900",2,2,"1,257",45.529305,-122.54501,Active,https://www.zillow.com/homedetails/911-NE-114th-Ave-Portland-OR-97220/53858923_zpid/,06-23-2022_21:20:34,53858923,"Price cut: $10,000 (Jun 20)"
1604 SE Claybourne St,Portland,OR,97202,"$649,900",3,3,"1,425",45.475014,-122.64977,Active,https://www.zillow.com/homedetails/1604-SE-Claybourne-St-Portland-OR-97202/176566419_zpid/,06-23-2022_21:20:34,176566419,12 days on Zillow
17130 SE Mill St,Portland,OR,97233,"$415,000",3,1,"1,245",45.510227,-122.486465,Active,https://www.zillow.com/homedetails/17130-SE-Mill-St-Portland-OR-97233/53913251_zpid/,06-23-2022_21:20:34,53913251,13 days on Zillow
1926 W Burnside St UNIT 1105,Portland,OR,97209,"$325,000",1,1,722,45.52291,-122.69092,Active,https://www.zillow.com/homedetails/1926-W-Burnside-St-UNIT-1105-Portland-OR-97209/79897557_zpid/,06-23-2022_21:20:34,79897557,13 days on Zillow
5841 SW Thomas Ct,Portland,OR,97221,"$925,000",4,3,"2,768",45.494907,-122.73749,Active,https://www.zillow.com/homedetails/5841-SW-Thomas-Ct-Portland-OR-97221/53985803_zpid/,06-23-2022_21:20:34,53985803,3D Homes Icon3D Tour
14664 NW Orchid St,Portland,OR,97229,"$724,990",4,3,"1,986",45.570942,-122.8282,Active,https://www.zillow.com/homedetails/14664-NW-Orchid-St-Portland-OR-97229/125715948_zpid/,06-23-2022_21:20:34,125715948,Open: Sat. 11am-1pm
6118 N Denver Ave,Portland,OR,97217,"$475,000",3,1,"1,873",45.567238,-122.68711,Active,https://www.zillow.com/homedetails/6118-N-Denver-Ave-Portland-OR-97217/176565409_zpid/,06-23-2022_21:20:34,176565409,13 days on Zillow
619 NW Alpine Ter,Portland,OR,97210,"$1,400,000",4,4,"4,146",45.52726,-122.71096,Active,https://www.zillow.com/homedetails/619-NW-Alpine-Ter-Portland-OR-97210/53895223_zpid/,06-23-2022_21:20:34,53895223,3D Homes Icon3D Tour
9250 NE Levee Rd,Portland,OR,97211,"$549,900",4,2,"2,623",45.59,-122.64343,Active,https://www.zillow.com/homedetails/9250-NE-Levee-Rd-Portland-OR-97211/53930126_zpid/,06-23-2022_21:20:34,53930126,"Price cut: $25,100 (Jun 22)"
5725 E Burnside St,Portland,OR,97215,"$505,000",2,3,"1,091",45.523037,-122.60519,Active,https://www.zillow.com/homedetails/5725-E-Burnside-St-Portland-OR-97215/176566598_zpid/,06-23-2022_21:20:34,176566598,"Price cut: $10,000 (Jun 16)"
619 NE 99th Ave,Portland,OR,97220,"$419,500",4,2,"2,422",45.527115,-122.562195,Active,https://www.zillow.com/homedetails/619-NE-99th-Ave-Portland-OR-97220/53994904_zpid/,06-23-2022_21:20:34,53994904,Open: Sat. 11am-2pm
103 S Arthur St,Portland,OR,97201,"$825,000",4,3,"2,795",45.503838,-122.676346,Active,https://www.zillow.com/homedetails/103-S-Arthur-St-Portland-OR-97201/53835903_zpid/,06-23-2022_21:20:34,53835903,13 days on Zillow
3005 N Terry St,Portland,OR,97217,"$575,000",4,2,"2,510",45.58001,-122.69756,Active,https://www.zillow.com/homedetails/3005-N-Terry-St-Portland-OR-97217/53983494_zpid/,06-23-2022_21:20:34,53983494,Open: Sat. 2-4pm
333 NW 9th Ave UNIT 803,Portland,OR,97209,"$524,900",2,1,"1,176",45.525604,-122.68089,Active,https://www.zillow.com/homedetails/333-NW-9th-Ave-UNIT-803-Portland-OR-97209/64474501_zpid/,06-23-2022_21:20:34,64474501,13 days on Zillow
5309 SE Long St,Portland,OR,97206,"$579,000",3,1,"2,348",45.489277,-122.607635,Active,https://www.zillow.com/homedetails/5309-SE-Long-St-Portland-OR-97206/53953866_zpid/,06-23-2022_21:20:34,53953866,Open: Sat. 11am-1pm
3428 NW Blackcomb Dr,Portland,OR,97229,"$730,000",4,3,"2,420",45.544655,-122.82503,Active,https://www.zillow.com/homedetails/3428-NW-Blackcomb-Dr-Portland-OR-97229/48570136_zpid/,06-23-2022_21:20:34,48570136,"Price cut: $20,000 (Jun 19)"
15106 SE Millmain Dr,Portland,OR,97233,"$449,000",3,2,"1,252",45.51002,-122.507385,Active,https://www.zillow.com/homedetails/15106-SE-Millmain-Dr-Portland-OR-97233/53926829_zpid/,06-23-2022_21:20:34,53926829,13 days on Zillow
5504 SE 52nd Ave,Portland,OR,97206,"$619,995",4,2,"2,742",45.482895,-122.60843,Active,https://www.zillow.com/homedetails/5504-SE-52nd-Ave-Portland-OR-97206/53971157_zpid/,06-23-2022_21:20:34,53971157,Play video iconVideo Walkthrough
3128 NE 145th Ave,Portland,OR,97230,"$649,800",4,3,"3,194",45.54571,-122.513695,Active,https://www.zillow.com/homedetails/3128-NE-145th-Ave-Portland-OR-97230/53898182_zpid/,06-23-2022_21:20:34,53898182,13 days on Zillow
3743 SE 168th Ave,Portland,OR,97236,"$392,000",3,1,912,45.495087,-122.48983,Active,https://www.zillow.com/homedetails/3743-SE-168th-Ave-Portland-OR-97236/53843022_zpid/,06-23-2022_21:20:34,53843022,Open: Sat. 11am-1pm
5110 S Landing Dr UNIT 101,Portland,OR,97239,"$399,775",2,2,"1,029",45.486794,-122.67299,Active,https://www.zillow.com/homedetails/5110-S-Landing-Dr-UNIT-101-Portland-OR-97239/53878722_zpid/,06-23-2022_21:20:34,53878722,Open: Fri. 5-7pm
4438 SW Wood Pkwy,Portland,OR,97219,"$699,000",4,4,"2,560",45.454926,-122.72284,Active,https://www.zillow.com/homedetails/4438-SW-Wood-Pkwy-Portland-OR-97219/61809696_zpid/,06-23-2022_21:20:34,61809696,14 days on Zillow
12719 SE Salmon Ct,Portland,OR,97233,"$474,900",3,2,"2,080",45.515987,-122.53224,Active,https://www.zillow.com/homedetails/12719-SE-Salmon-Ct-Portland-OR-97233/53890074_zpid/,06-23-2022_21:20:34,53890074,"Price cut: $24,100 (Jun 23)"
3551 NE Liberty St,Portland,OR,97211,"$499,900",3,1,"2,004",45.570995,-122.62742,Active,https://www.zillow.com/homedetails/3551-NE-Liberty-St-Portland-OR-97211/53843121_zpid/,06-23-2022_21:20:34,53843121,Open: Sun. 2-4pm
4439 SW Eleanor Ln,Portland,OR,97221,"$1,295,000",4,5,"5,437",45.49118,-122.7396,Active,https://www.zillow.com/homedetails/4439-SW-Eleanor-Ln-Portland-OR-97221/53875274_zpid/,06-23-2022_21:20:34,53875274,14 days on Zillow
1132 SW 19th Ave UNIT 306,Portland,OR,97205,"$398,500",1,1,886,45.519367,-122.693,Active,https://www.zillow.com/homedetails/1132-SW-19th-Ave-UNIT-306-Portland-OR-97205/53901882_zpid/,06-23-2022_21:20:34,53901882,Open: Sun. 11am-1pm
4142 SW Hillside Dr,Portland,OR,97221,"$899,900",4,3,"2,530",45.499214,-122.72019,Active,https://www.zillow.com/homedetails/4142-SW-Hillside-Dr-Portland-OR-97221/53873307_zpid/,06-23-2022_21:20:34,53873307,3D Homes Icon3D Tour
5131 SE Ankeny St,Portland,OR,97215,"$389,900",1,1,650,45.52265,-122.61068,Active,https://www.zillow.com/homedetails/5131-SE-Ankeny-St-Portland-OR-97215/88963501_zpid/,06-23-2022_21:20:34,88963501,14 days on Zillow
4145 SW 41st Pl,Portland,OR,97221,"$960,000",3,3,"2,304",45.493015,-122.72034,Active,https://www.zillow.com/homedetails/4145-SW-41st-Pl-Portland-OR-97221/53829384_zpid/,06-23-2022_21:20:34,53829384,Open: Sun. 12-3pm
1608 NE 148th Pl,Portland,OR,97230,"$499,900",2,2,"1,736",45.534927,-122.50776,Active,https://www.zillow.com/homedetails/1608-NE-148th-Pl-Portland-OR-97230/53962591_zpid/,06-23-2022_21:20:34,53962591,14 days on Zillow
1930 SW River Dr UNIT W1103,Portland,OR,97201,"$1,300,000",2,3,"2,156",45.50792,-122.67391,Active,https://www.zillow.com/homedetails/1930-SW-River-Dr-UNIT-W1103-Portland-OR-97201/79895814_zpid/,06-23-2022_21:20:34,79895814,Open: Sun. 2-4pm
5007 N Concord Ave,Portland,OR,97217,"$748,000",4,4,"3,256",45.559265,-122.68516,Active,https://www.zillow.com/homedetails/5007-N-Concord-Ave-Portland-OR-97217/53944134_zpid/,06-23-2022_21:20:34,53944134,"Price cut: $50,000 (Jun 23)"
303 NW Uptown Ter APT 3B,Portland,OR,97210,"$527,900",2,2,"1,068",45.524815,-122.702255,Active,https://www.zillow.com/homedetails/303-NW-Uptown-Ter-APT-3B-Portland-OR-97210/63350915_zpid/,06-23-2022_21:20:34,63350915,14 days on Zillow
7407 N Commercial Ave,Portland,OR,97217,"$630,000",4,3,"2,878",45.5767,-122.67092,Active,https://www.zillow.com/homedetails/7407-N-Commercial-Ave-Portland-OR-97217/176556820_zpid/,06-23-2022_21:20:34,176556820,"Price cut: $19,000 (Jun 23)"
14443 SE Donatello Loop,Happy Valley,OR,97086,"$899,000",4,4,"3,368",45.46108,-122.51491,Active,https://www.zillow.com/homedetails/14443-SE-Donatello-Loop-Happy-Valley-OR-97086/65354187_zpid/,06-23-2022_21:20:34,65354187,"Price cut: $20,000 (Jun 20)"
1205 SW Cardinell Dr UNIT 409,Portland,OR,97201,"$209,000",,1,555,45.51111,-122.68944,Active,https://www.zillow.com/homedetails/1205-SW-Cardinell-Dr-UNIT-409-Portland-OR-97201/79898484_zpid/,06-23-2022_21:20:34,79898484,3D Homes Icon3D Tour
3506 SE 160th Ave,Portland,OR,97236,"$420,000",2,1,"1,930",45.497242,-122.49854,Active,https://www.zillow.com/homedetails/3506-SE-160th-Ave-Portland-OR-97236/53937858_zpid/,06-23-2022_21:20:34,53937858,Open: Sat. 11am-1pm
4224 SW 44th Ave,Portland,OR,97221,"$979,000",5,3,"2,908",45.49248,-122.72253,Active,https://www.zillow.com/homedetails/4224-SW-44th-Ave-Portland-OR-97221/53829496_zpid/,06-23-2022_21:20:34,53829496,Open: Sun. 10am-1pm
2264 SE 37th Ave,Portland,OR,97214,"$689,000",4,2,"2,914",45.50642,-122.625465,Active,https://www.zillow.com/homedetails/2264-SE-37th-Ave-Portland-OR-97214/53964962_zpid/,06-23-2022_21:20:34,53964962,Open: Sun. 11am-1pm
11109 SW 66th Ave,Portland,OR,97223,"$617,000",4,3,"1,770",45.447464,-122.74514,Active,https://www.zillow.com/homedetails/11109-SW-66th-Ave-Portland-OR-97223/48537703_zpid/,06-23-2022_21:20:34,48537703,"Price cut: $33,000 (Jun 10)"
1905 NE 48th Ave,Portland,OR,97213,"$799,000",5,2,"2,926",45.53666,-122.61427,Active,https://www.zillow.com/homedetails/1905-NE-48th-Ave-Portland-OR-97213/53946142_zpid/,06-23-2022_21:20:34,53946142,15 days on Zillow
Donovan Plan,,,,"$1,044,995",5,3,"2,894",45.576675,-122.83907,New construction,https://www.zillow.com/community/toll-brothers-at-hosford-farms-vista-collection/2067364569_zpid/,06-23-2022_21:20:34,2067364569,Open: M: 10:00 AM-6:00 ...
5702 SW Grover Ct,Portland,OR,97221,"$2,773,000",5,6,"7,512",45.499607,-122.735115,Active,https://www.zillow.com/homedetails/5702-SW-Grover-Ct-Portland-OR-97221/84123822_zpid/,06-23-2022_21:20:34,84123822,3D Homes Icon3D Tour
1917 NE Fremont St,Portland,OR,97212,"$839,900",3,3,"2,816",45.548443,-122.64585,Active,https://www.zillow.com/homedetails/1917-NE-Fremont-St-Portland-OR-97212/53882215_zpid/,06-23-2022_21:20:34,53882215,15 days on Zillow
3405 NE Clackamas St,Portland,OR,97232,"$950,000",4,3,"3,250",45.5333,-122.62944,Active,https://www.zillow.com/homedetails/3405-NE-Clackamas-St-Portland-OR-97232/53899377_zpid/,06-23-2022_21:20:34,53899377,"Price cut: $25,000 (Jun 16)"
6406 NE Hassalo St,Portland,OR,97213,"$425,000",2,1,"1,076",45.529655,-122.59725,Active,https://www.zillow.com/homedetails/6406-NE-Hassalo-St-Portland-OR-97213/53926593_zpid/,06-23-2022_21:20:34,53926593,15 days on Zillow
1022 SE 172nd Ave,Portland,OR,97233,"$414,000",3,1,960,45.51521,-122.48566,Active,https://www.zillow.com/homedetails/1022-SE-172nd-Ave-Portland-OR-97233/53978474_zpid/,06-23-2022_21:20:34,53978474,"Price cut: $11,000 (Jun 14)"
