address_street,city,state,zip_code,price,beds,baths,area_sq_ft,latitude,longitude,status_text,listing_id,list_url,date_scraped
7750 Erwin Rd,Miami,FL,33143,"$15,000,000",1,1,"11,371",25.699999,-80.268845,House for sale,2063072348,https://www.zillow.com/homedetails/7750-Erwin-Rd-Miami-FL-33143/2063072348_zpid/,06-10-2022_19:21:10
1720 NW North River Dr APT 411,Miami,FL,33125,"$339,000",2,1,830,25.78703,-80.22473,Condo for sale,70773487,https://www.zillow.com/homedetails/1720-NW-North-River-Dr-APT-411-Miami-FL-33125/70773487_zpid/,06-10-2022_19:21:10
1300 Brickell Bay Dr APT 3100,Miami,FL,33131,"$899,000",1,2,848,25.760386,-80.190346,Condo for sale,121349183,https://www.zillow.com/homedetails/1300-Brickell-Bay-Dr-APT-3100-Miami-FL-33131/121349183_zpid/,06-10-2022_19:21:10
333 NE 24th St APT 1503,Miami,FL,33137,"$395,000",1,1,692,25.800562,-80.18836,Condo for sale,92447876,https://www.zillow.com/homedetails/333-NE-24th-St-APT-1503-Miami-FL-33137/92447876_zpid/,06-10-2022_19:21:10
421 NE 70th St,Miami,FL,33138,"$1,200,000",4,3,"1,147",25.839785,-80.18772,House for sale,43828676,https://www.zillow.com/homedetails/421-NE-70th-St-Miami-FL-33138/43828676_zpid/,06-10-2022_19:21:10
Crown Penthouse R Plan,,,,"$10,399,000",5,5,"6,432",25.782558,-80.19176,New construction,2064329302,https://www.zillow.com/community/paramount-miami-world-center/2064329302_zpid/,06-10-2022_19:21:10
601 NE 36th St APT 1308,Miami,FL,33137,"$499,000",1,2,761,25.810968,-80.18654,Condo for sale,70773898,https://www.zillow.com/homedetails/601-NE-36th-St-APT-1308-Miami-FL-33137/70773898_zpid/,06-10-2022_19:21:10
1080 Brickell Ave UNIT 4004,Miami,FL,33131,"$779,000",1,2,830,25.762993,-80.1927,Condo for sale,247679080,https://www.zillow.com/homedetails/1080-Brickell-Ave-UNIT-4004-Miami-FL-33131/247679080_zpid/,06-10-2022_19:21:10
Villa Residence Plan,,,,"$3,690,000",3,4,"2,576",25.782558,-80.19176,New construction,2064329294,https://www.zillow.com/community/paramount-miami-world-center/2064329294_zpid/,06-10-2022_19:21:10
1430 NW 70th St,Miami,FL,33147,"$160,000",,,"4,095",25.838408,-80.22179,Lot / Land for sale,43808963,https://www.zillow.com/homedetails/1430-NW-70th-St-Miami-FL-33147/43808963_zpid/,06-10-2022_19:21:10
9175 SW 77th Ave APT 105,Miami,FL,33156,"$299,000",1,2,810,25.685076,-80.318726,Condo for sale,44274331,https://www.zillow.com/homedetails/9175-SW-77th-Ave-APT-105-Miami-FL-33156/44274331_zpid/,06-10-2022_19:21:10
(undisclosed Address),Miami,FL,33133,"$3,200,000",-,-,"2,389",,,Multi-family home for sale,2080139981,https://www.zillow.com/homedetails/Miami-FL-33133/2080139981_zpid/,06-10-2022_19:21:10
200 SE 15th Rd APT 16C,Miami,FL,33129,"$969,000",2,2,984,25.75654,-80.19131,Condo for sale,43869592,https://www.zillow.com/homedetails/200-SE-15th-Rd-APT-16C-Miami-FL-33129/43869592_zpid/,06-10-2022_19:21:10
2401 SW 58th Ave,Miami,FL,33155,"$775,000",2,1,"1,282",25.747822,-80.2892,House for sale,44188260,https://www.zillow.com/homedetails/2401-SW-58th-Ave-Miami-FL-33155/44188260_zpid/,06-10-2022_19:21:10
3870 Leafy Way,Miami,FL,33133,"$4,950,000",5,5,"4,428",25.718567,-80.25521,House for sale,43863983,https://www.zillow.com/homedetails/3870-Leafy-Way-Miami-FL-33133/43863983_zpid/,06-10-2022_19:21:10
1717 N Bayshore Dr #A-2037,Miami,FL,33132,"$426,000",1,2,"1,048",25.791523,-80.18616,Condo for sale,43832310,https://www.zillow.com/homedetails/1717-N-Bayshore-Dr-A-2037-Miami-FL-33132/43832310_zpid/,06-10-2022_19:21:10
92 NW 44th St,Miami,FL,33127,"$775,000",-,-,"1,156",25.815742,-80.197395,Multi-family home for sale,43815104,https://www.zillow.com/homedetails/92-NW-44th-St-Miami-FL-33127/43815104_zpid/,06-10-2022_19:21:10
8214 NE 1st Ave,Miami,FL,33138,"$330,000",3,1,"1,088",25.850025,-80.195724,House for sale,80786563,https://www.zillow.com/homedetails/8214-NE-1st-Ave-Miami-FL-33138/80786563_zpid/,06-10-2022_19:21:10
3062 Bird Ave UNIT D2,Miami,FL,33133,"$575,000",1,2,681,25.735083,-80.243126,Condo for sale,71745112,https://www.zillow.com/homedetails/3062-Bird-Ave-UNIT-D2-Miami-FL-33133/71745112_zpid/,06-10-2022_19:21:10
1224 NW 59th St,Miami,FL,33142,"$399,000",-,-,--,25.829548,-80.21722,Multi-family home for sale,43810093,https://www.zillow.com/homedetails/1224-NW-59th-St-Miami-FL-33142/43810093_zpid/,06-10-2022_19:21:10
13870 SW 151st Ln,Miami,FL,33186,"$595,000",3,3,"1,888",25.626474,-80.41741,House for sale,44329863,https://www.zillow.com/homedetails/13870-SW-151st-Ln-Miami-FL-33186/44329863_zpid/,06-10-2022_19:21:10
2630 SW 28th St SUITE 44,Miami,FL,33133,"$239,000",,1,482,25.738813,-80.237,Condo for sale,64771843,https://www.zillow.com/homedetails/2630-SW-28th-St-SUITE-44-Miami-FL-33133/64771843_zpid/,06-10-2022_19:21:10
488 NE 18th St UNIT 5012,Miami,FL,33132,"$2,825,000",3,4,"2,018",25.79351,-80.18751,Condo for sale,305173399,https://www.zillow.com/homedetails/488-NE-18th-St-UNIT-5012-Miami-FL-33132/305173399_zpid/,06-10-2022_19:21:10
2821 SW 65th Ave,Miami,FL,33155,"$900,000",4,3,"1,880",25.743855,-80.30111,House for sale,44187333,https://www.zillow.com/homedetails/2821-SW-65th-Ave-Miami-FL-33155/44187333_zpid/,06-10-2022_19:21:10
3170 8th Oval,Miami,FL,33135,"$149,000",2,2,--,,,Home for sale,2063160499,https://www.zillow.com/homedetails/3170-8th-Oval-Miami-FL-33135/2063160499_zpid/,06-10-2022_19:21:10
1451 Brickell Ave #2705,Miami,FL,33131,"$1,700,000",2,2,"1,130",25.758121,-80.1924,Condo for sale,247651947,https://www.zillow.com/homedetails/1451-Brickell-Ave-2705-Miami-FL-33131/247651947_zpid/,06-10-2022_19:21:10
2020 N Bayshore Dr APT 1203,Miami,FL,33137,"$1,500,000",3,3,"1,708",25.79663,-80.18792,Condo for sale,119407672,https://www.zillow.com/homedetails/2020-N-Bayshore-Dr-APT-1203-Miami-FL-33137/119407672_zpid/,06-10-2022_19:21:10
14730 SW 129 Place Rd,Miami,FL,33186,"$550,000",3,2,"1,548",25.630264,-80.40231,House for sale,44330830,https://www.zillow.com/homedetails/14730-SW-129-Place-Rd-Miami-FL-33186/44330830_zpid/,06-10-2022_19:21:10
121 NE 34th St UNIT 910,Miami,FL,33137,"$445,000",1,1,593,25.808714,-80.19209,Condo for sale,294997178,https://www.zillow.com/homedetails/121-NE-34th-St-UNIT-910-Miami-FL-33137/294997178_zpid/,06-10-2022_19:21:10
1010 SW 2nd Ave UNIT 1409,Miami,FL,33130,"$590,000",2,3,"1,037",25.764074,-80.19781,Condo for sale,247699734,https://www.zillow.com/homedetails/1010-SW-2nd-Ave-UNIT-1409-Miami-FL-33130/247699734_zpid/,06-10-2022_19:21:10
1155 Brickell Bay Dr APT 502,Miami,FL,33131,"$462,000",2,2,"1,130",25.76216,-80.18911,Condo for sale,60793411,https://www.zillow.com/homedetails/1155-Brickell-Bay-Dr-APT-502-Miami-FL-33131/60793411_zpid/,06-10-2022_19:21:10
7900 SW 108th St,Miami,FL,33156,"$1,100,000",4,2,"1,996",25.669918,-80.32285,House for sale,44284120,https://www.zillow.com/homedetails/7900-SW-108th-St-Miami-FL-33156/44284120_zpid/,06-10-2022_19:21:10
1200 Brickell Bay Dr APT 3609,Miami,FL,33131,"$815,000",2,2,"1,183",25.761799,-80.19058,Condo for sale,64570510,https://www.zillow.com/homedetails/1200-Brickell-Bay-Dr-APT-3609-Miami-FL-33131/64570510_zpid/,06-10-2022_19:21:10
3790 Poinciana Ave,Miami,FL,33133,"$4,495,000",4,4,"3,480",25.719893,-80.2543,House for sale,43864503,https://www.zillow.com/homedetails/3790-Poinciana-Ave-Miami-FL-33133/43864503_zpid/,06-10-2022_19:21:10
