address_street,city,state,zip_code,price,beds,baths,area_sq_ft,latitude,longitude,status_text,list_url,date_scraped,listing_id,listing_time
14901 Dalea Drive,Oklahoma City,OK,73142,"$485,000",,,,35.621975,-97.61316,Lot / Land for sale,https://www.zillow.com/homedetails/14901-Dalea-Dr-Oklahoma-City-OK-73142/2098215251_zpid/,06-23-2022_21:41:29,2098215251,51 minutes ago
3917 NW 60th Street,Oklahoma City,OK,73112,"$299,900",3,2,"2,112",35.533714,-97.58862,House for sale,https://www.zillow.com/homedetails/3917-NW-60th-St-Oklahoma-City-OK-73112/21962651_zpid/,06-23-2022_21:41:29,21962651,1 hour ago
9209 Lakecrest Drive,Oklahoma City,OK,73159,"$249,900",3,2,"1,810",35.374737,-97.56298,House for sale,https://www.zillow.com/homedetails/9209-Lakecrest-Dr-Oklahoma-City-OK-73159/21757744_zpid/,06-23-2022_21:41:29,21757744,1 hour ago
9309 SW 34th Street,Oklahoma City,OK,73179,"$554,900",5,4,"3,120",35.429844,-97.650764,House for sale,https://www.zillow.com/homedetails/9309-SW-34th-St-Oklahoma-City-OK-73179/337714706_zpid/,06-23-2022_21:41:29,337714706,2 hours ago
6418 Galaxie Terrace,Oklahoma City,OK,73132,"$135,000",2,2,"1,134",35.538437,-97.63113,Townhouse for sale,https://www.zillow.com/homedetails/6418-Galaxie-Ter-Oklahoma-City-OK-73132/21978697_zpid/,06-23-2022_21:41:29,21978697,2 hours ago
834 SW 52nd Street,Oklahoma City,OK,73109,"$124,900",2,1,922,35.412865,-97.529495,House for sale,https://www.zillow.com/homedetails/834-SW-52nd-St-Oklahoma-City-OK-73109/21868466_zpid/,06-23-2022_21:41:29,21868466,2 hours ago
13521 Stonedale Drive,Oklahoma City,OK,73142,"$405,000",4,3,"2,131",35.607594,-97.66384,House for sale,https://www.zillow.com/homedetails/13521-Stonedale-Dr-Oklahoma-City-OK-73142/305785065_zpid/,06-23-2022_21:41:29,305785065,Open: Sun. 2-4pm
7500 S Council Road,Oklahoma City,OK,73169,"$295,000",4,2,"1,793",35.390972,-97.653076,House for sale,https://www.zillow.com/homedetails/7500-S-Council-Rd-Oklahoma-City-OK-73169/21957594_zpid/,06-23-2022_21:41:29,21957594,3 hours ago
8504 SW 76th Street,Oklahoma City,OK,73169,"$210,000",3,2,"1,732",35.38878,-97.663506,House for sale,https://www.zillow.com/homedetails/8504-SW-76th-St-Oklahoma-City-OK-73169/21965736_zpid/,06-23-2022_21:41:29,21965736,Open: Sat. 2-4pm
12100 Preakness Road,Oklahoma City,OK,73173,"$309,900",3,2,"1,750",35.347042,-97.60753,House for sale,https://www.zillow.com/homedetails/12100-Preakness-Rd-Oklahoma-City-OK-73173/245289754_zpid/,06-23-2022_21:41:29,245289754,8 hours ago
2621 90th Place,Oklahoma City,OK,73159,"$165,000",3,2,"1,667",35.3763,-97.56051,House for sale,https://www.zillow.com/homedetails/2621-SW-90th-Pl-Oklahoma-City-OK-73159/21754974_zpid/,06-23-2022_21:41:29,21754974,8 hours ago
14411 N Pennsylvania Avenue UNIT 10F,Oklahoma City,OK,73134,"$135,000",2,3,"1,214",35.61733,-97.54967,Condo for sale,https://www.zillow.com/homedetails/14411-N-Pennsylvania-Ave-10F-Oklahoma-City-OK-73134/21922083_zpid/,06-23-2022_21:41:29,21922083,8 hours ago
7009 S DANNER Drive,Oklahoma City,OK,73159,"$108,000",3,2,"1,200",35.395218,-97.55939,House for sale,https://www.zillow.com/homedetails/7009-S-Danner-Dr-Oklahoma-City-OK-73159/21904938_zpid/,06-23-2022_21:41:29,21904938,9 hours ago
1401 Hamlet Road,Oklahoma City,OK,73159,"$245,000",3,2,"1,690",35.364914,-97.54176,House for sale,https://www.zillow.com/homedetails/1401-Hamlet-Rd-Oklahoma-City-OK-73159/21752179_zpid/,06-23-2022_21:41:29,21752179,9 hours ago
315 NW 20th Street,Oklahoma City,OK,73118,"$339,000",3,1,"1,707",35.490467,-97.518105,House for sale,https://www.zillow.com/homedetails/315-NW-20th-St-Oklahoma-City-OK-73103/21846498_zpid/,06-23-2022_21:41:29,21846498,9 hours ago
1622 Oxford Way,Oklahoma City,OK,73120,"$220,000",3,1,"1,200",35.56287,-97.54878,House for sale,https://www.zillow.com/homedetails/1622-Oxford-Way-Oklahoma-City-OK-73120/22020639_zpid/,06-23-2022_21:41:29,22020639,9 hours ago
228 NW 34th Street,Oklahoma City,OK,73118,"$362,000",3,2,"1,818",35.50421,-97.51689,House for sale,https://www.zillow.com/homedetails/228-NW-34th-St-Oklahoma-City-OK-73118/21848953_zpid/,06-23-2022_21:41:29,21848953,9 hours ago
1340 SW 60th Street,Oklahoma City,OK,73159,"$155,000",3,2,"1,300",35.40436,-97.54117,House for sale,https://www.zillow.com/homedetails/1340-SW-60th-St-Oklahoma-City-OK-73159/21872387_zpid/,06-23-2022_21:41:29,21872387,Open: Sat. 2-4pm
9305 SW 34th Street,Oklahoma City,OK,73179,"$508,800",4,4,"2,950",35.429844,-97.650764,House for sale,https://www.zillow.com/homedetails/9305-SW-34th-St-Oklahoma-City-OK-73179/337714703_zpid/,06-23-2022_21:41:29,337714703,1 day on Zillow
9301 SW 34th Street,Oklahoma City,OK,73179,"$544,000",5,4,"3,150",35.429844,-97.65076,House for sale,https://www.zillow.com/homedetails/9301-SW-34th-St-Oklahoma-City-OK-73179/337714681_zpid/,06-23-2022_21:41:29,337714681,1 day on Zillow
13012 Stonedale Drive,Oklahoma City,OK,73142,"$459,900",3,3,"2,304",,,House for sale,https://www.zillow.com/homedetails/13012-Stonedale-Dr-Oklahoma-City-OK-73142/2067912032_zpid/,06-23-2022_21:41:29,2067912032,1 day on Zillow
11500 Core Avenue,Oklahoma City,OK,73170,"$435,000",3,3,"2,757",35.35425,-97.55326,House for sale,https://www.zillow.com/homedetails/11500-Core-Ave-Oklahoma-City-OK-73170/61713335_zpid/,06-23-2022_21:41:29,61713335,Open: Sat. 2-4pm
10801 Greystone Avenue,Oklahoma City,OK,73120,"$189,000",3,1,"1,301",35.57875,-97.559074,House for sale,https://www.zillow.com/homedetails/10801-Greystone-Ave-Oklahoma-City-OK-73120/22019226_zpid/,06-23-2022_21:41:29,22019226,1 day on Zillow
9209 SW 34th Street,Oklahoma City,OK,73179,"$527,000",5,4,"3,050",35.429844,-97.65068,House for sale,https://www.zillow.com/homedetails/9209-SW-34th-St-Oklahoma-City-OK-73179/337714574_zpid/,06-23-2022_21:41:29,337714574,1 day on Zillow
3841 NW 23rd Street,Oklahoma City,OK,73107,"$124,900",2,1,816,35.493565,-97.58753,House for sale,https://www.zillow.com/homedetails/3841-NW-23rd-St-Oklahoma-City-OK-73107/21864852_zpid/,06-23-2022_21:41:29,21864852,1 day on Zillow
1303 N Klein Avenue,Oklahoma City,OK,73106,"$575,000",3,3,"2,268",35.482025,-97.53232,House for sale,https://www.zillow.com/homedetails/1303-N-Klein-Ave-Oklahoma-City-OK-73106/21857999_zpid/,06-23-2022_21:41:29,21857999,1 day on Zillow
RC Foster II Plan,,,,"$216,900",3,2,"1,355",35.423775,-97.682106,New construction,https://www.zillow.com/community/siena-ridge/2063251784_zpid/,06-23-2022_21:41:29,2063251784,Open: Model Open Monday...
2324 NW 34th Street,Oklahoma City,OK,73112,"$210,000",3,1,"1,081",35.504707,-97.553345,House for sale,https://www.zillow.com/homedetails/2324-NW-34th-St-Oklahoma-City-OK-73112/21853835_zpid/,06-23-2022_21:41:29,21853835,Open: Sun. 2-4pm
9640 Silas Street,Oklahoma City,OK,73160,"$290,000",5,4,"2,349",35.37051,-97.45139,House for sale,https://www.zillow.com/homedetails/9640-Silas-Dr-Moore-OK-73160/123518331_zpid/,06-23-2022_21:41:29,123518331,2 days on Zillow
2350 NW 35th Street,Oklahoma City,OK,73112,"$199,800",3,2,"1,702",35.505615,-97.554276,House for sale,https://www.zillow.com/homedetails/2350-NW-35th-St-Oklahoma-City-OK-73112/21853830_zpid/,06-23-2022_21:41:29,21853830,Open: Sat. 2-4pm
RC Armstrong II Plan,,,,"$211,900",3,2,"1,301",35.423775,-97.682106,New construction,https://www.zillow.com/community/siena-ridge/2063251780_zpid/,06-23-2022_21:41:29,2063251780,Open: Model Open Monday...
Finns Point Plan,,,,"$523,600",4,4,"3,027",35.421364,-97.67627,New construction,https://www.zillow.com/community/morgan-creek/2065730789_zpid/,06-23-2022_21:41:29,2065730789,2 days on Zillow
317 NW 42nd Street,Oklahoma City,OK,73118,"$625,000",4,3,"3,299",35.514847,-97.519356,House for sale,https://www.zillow.com/homedetails/317-NW-42nd-St-Oklahoma-City-OK-73118/21850468_zpid/,06-23-2022_21:41:29,21850468,Open: Sun. 2-4pm
1435 NW 34th Street,Oklahoma City,OK,73118,"$315,000",4,3,"2,062",35.505604,-97.53606,House for sale,https://www.zillow.com/homedetails/1435-NW-34th-St-Oklahoma-City-OK-73118/21854228_zpid/,06-23-2022_21:41:29,21854228,2 days on Zillow
750 E Britton Road UNIT 100,Oklahoma City,OK,73114,"$160,000",,,,35.565063,-97.50221,Lot / Land for sale,https://www.zillow.com/homedetails/750-E-Britton-Rd-SUITE-100-Oklahoma-City-OK-73114/307491590_zpid/,06-23-2022_21:41:29,307491590,2 days on Zillow
11433 Brown Avenue,Oklahoma City,OK,73162,"$199,900",3,2,"1,525",35.588688,-97.65317,House for sale,https://www.zillow.com/homedetails/11433-Brown-Ave-Oklahoma-City-OK-73162/21924963_zpid/,06-23-2022_21:41:29,21924963,2 days on Zillow
Other Plan,,,,"$312,333",4,2,"1,705",35.422974,-97.67067,New construction,https://www.zillow.com/community/kingsridge/2062944969_zpid/,06-23-2022_21:41:29,2062944969,4 days on Zillow
Lynndale Plus Plan,,,,"$315,000",4,2,"1,719",35.54979,-97.66278,New construction,https://www.zillow.com/community/pennbrooke/2068685672_zpid/,06-23-2022_21:41:29,2068685672,3D Homes Icon3D Tour
1924 NW 7th Street,Oklahoma City,OK,73106,"$70,000",,,"6,700",35.47557,-97.54453,Lot / Land for sale,https://www.zillow.com/homedetails/1924-NW-7th-St-Oklahoma-City-OK-73106/69142923_zpid/,06-23-2022_21:41:29,69142923,4 days on Zillow
2615 Ridgeview Court,Oklahoma City,OK,73120,"$279,999",4,2,"1,537",35.574936,-97.560974,House for sale,https://www.zillow.com/homedetails/2615-Ridgeview-Ct-Oklahoma-City-OK-73120/22019345_zpid/,06-23-2022_21:41:29,22019345,Open: Sat. 2-4pm
9405 SW 35th Terrace,Oklahoma City,OK,73179,"$560,000",4,4,"3,500",35.42924,-97.6809,House for sale,https://www.zillow.com/homedetails/9405-SW-35th-Ter-Oklahoma-City-OK-73179/69629452_zpid/,06-23-2022_21:41:29,69629452,Open: Sun. 2-4pm
RC Murrow II Plan,,,,"$224,900",3,2,"1,473",35.423775,-97.682106,New construction,https://www.zillow.com/community/siena-ridge/2063251772_zpid/,06-23-2022_21:41:29,2063251772,Open: Model Open Monday...
Concord II with Bonus Room Plan,,,,"$347,900",3,3,"1,774",35.421364,-97.67627,New construction,https://www.zillow.com/community/morgan-creek/2065730791_zpid/,06-23-2022_21:41:29,2065730791,4 days on Zillow
Collin Plan,,,,"$600,000",4,3,"3,074",35.340263,-97.59868,New construction,https://www.zillow.com/community/preserve-at-parkside/2066483102_zpid/,06-23-2022_21:41:29,2066483102,Open: Thursday-Monday f...
AMERICAN PHAROAH Plan,,,,"$360,000",4,3,"2,017",35.36427,-97.63904,New construction,https://www.zillow.com/community/gentry-crossing/2069580247_zpid/,06-23-2022_21:41:29,2069580247,4 days on Zillow
14205 N Douglas Boulevard,Edmond,OK,73013,"$925,000",4,5,"5,225",35.61443,-97.37321,House for sale,https://www.zillow.com/homedetails/14205-N-Douglas-Blvd-Jones-OK-73049/22032458_zpid/,06-23-2022_21:41:29,22032458,6 days on Zillow
10713 Swift Circle,Yukon,OK,73099,"$456,990",4,3,"2,586",,,House for sale,https://www.zillow.com/homedetails/10713-Ift-Cir-Yukon-OK-73099/2062725118_zpid/,06-23-2022_21:41:29,2062725118,6 days on Zillow
2808 SW 115th Street,Oklahoma City,OK,73170,"$379,500",4,4,"2,863",35.35242,-97.56387,House for sale,https://www.zillow.com/homedetails/2808-SW-115th-St-Oklahoma-City-OK-73170/21753601_zpid/,06-23-2022_21:41:29,21753601,6 days on Zillow
2716 NW 60th Street,Oklahoma City,OK,73112,"$535,000",5,4,"3,263",35.532917,-97.5622,House for sale,https://www.zillow.com/homedetails/2716-NW-60th-St-Oklahoma-City-OK-73112/21908805_zpid/,06-23-2022_21:41:29,21908805,6 days on Zillow
7808 NW 131 Street,Oklahoma City,OK,73142,"$589,000",4,4,"3,357",35.603764,-97.65126,House for sale,https://www.zillow.com/homedetails/7808-NW-131st-St-Oklahoma-City-OK-73142/69169372_zpid/,06-23-2022_21:41:29,69169372,6 days on Zillow
625 NW 119th Street,Oklahoma City,OK,73114,"$285,000",3,2,"1,538",35.591404,-97.52528,New construction,https://www.zillow.com/homedetails/625-NW-119th-St-Oklahoma-City-OK-73114/2062726066_zpid/,06-23-2022_21:41:29,2062726066,6 days on Zillow
624 NW 120th Terrace,Oklahoma City,OK,73114,"$280,000",3,2,"1,496",35.591785,-97.52528,New construction,https://www.zillow.com/homedetails/624-NW-120th-Ter-Oklahoma-City-OK-73114/2062726176_zpid/,06-23-2022_21:41:29,2062726176,6 days on Zillow
16128 Quiet Storm Drive,Oklahoma City,OK,73170,"$321,998",3,2,"1,586",35.3057,-97.536644,New construction,https://www.zillow.com/homedetails/16128-Quiet-Storm-Dr-Oklahoma-City-OK-73170/2065571731_zpid/,06-23-2022_21:41:29,2065571731,Open: M: 1:00 PM-6:00 P...
2845 SW 88th Street,Oklahoma City,OK,73159,"$172,900",3,2,"1,259",35.379387,-97.56529,House for sale,https://www.zillow.com/homedetails/2845-SW-88th-St-Oklahoma-City-OK-73159/21954871_zpid/,06-23-2022_21:41:29,21954871,6 days on Zillow
3920 NW 31st Street,Oklahoma City,OK,73112,"$168,000",3,1,"1,044",35.501633,-97.58933,House for sale,https://www.zillow.com/homedetails/3920-NW-31st-St-Oklahoma-City-OK-73112/21908007_zpid/,06-23-2022_21:41:29,21908007,"Price cut: $5,000 (Jun 24)"
134 NW 19th Street,Oklahoma City,OK,73103,"$575,000",3,3,"1,996",35.488853,-97.515366,House for sale,https://www.zillow.com/homedetails/134-NW-19th-St-Oklahoma-City-OK-73103/69143788_zpid/,06-23-2022_21:41:29,69143788,7 days on Zillow
17009 Picasso Drive,Oklahoma City,OK,73170,"$310,000",3,2,"1,947",35.2998,-97.51296,House for sale,https://www.zillow.com/homedetails/17009-Picasso-Dr-Oklahoma-City-OK-73170/64433630_zpid/,06-23-2022_21:41:29,64433630,Open: Sun. 3-5pm
713 NW 90th Street,Oklahoma City,OK,73114,"$178,900",3,2,"1,244",35.56268,-97.52588,House for sale,https://www.zillow.com/homedetails/713-NW-90th-St-Oklahoma-City-OK-73114/21945913_zpid/,06-23-2022_21:41:29,21945913,7 days on Zillow
 NE 3rd Street,Oklahoma City,OK,73104,"$480,000",,,"5,502",35.470875,-97.50955,Lot / Land for sale,https://www.zillow.com/homedetails/NE-3rd-St-Oklahoma-City-OK-73104/2072335874_zpid/,06-23-2022_21:41:29,2072335874,7 days on Zillow
4500 Hunter Boulevard,Oklahoma City,OK,73179,"$219,900",3,2,"1,528",35.42052,-97.66586,House for sale,https://www.zillow.com/homedetails/4500-Hunter-Blvd-Oklahoma-City-OK-73179/82787825_zpid/,06-23-2022_21:41:29,82787825,7 days on Zillow
1632 NE 12th Street,Oklahoma City,OK,73117,"$174,000",2,2,"1,056",35.48174,-97.48184,New construction,https://www.zillow.com/homedetails/1632-NE-12th-St-Oklahoma-City-OK-73117/2062738661_zpid/,06-23-2022_21:41:29,2062738661,7 days on Zillow
3504 Highside Court,Oklahoma City,OK,73120,"$209,000",2,3,"2,029",35.583797,-97.58093,House for sale,https://www.zillow.com/homedetails/3504-Highside-Ct-Oklahoma-City-OK-73120/21915479_zpid/,06-23-2022_21:41:29,21915479,"Price cut: $15,900 (Jun 20)"
3612 NW 69th Street,Oklahoma City,OK,73116,"$295,000",3,3,"1,859",35.543106,-97.581795,House for sale,https://www.zillow.com/homedetails/3612-NW-69th-St-Oklahoma-City-OK-73116/21960646_zpid/,06-23-2022_21:41:29,21960646,7 days on Zillow
14701 Joseph Avenue,Luther,OK,73054,"$646,900",5,3,"3,556",35.619453,-97.25468,House for sale,https://www.zillow.com/homedetails/14701-Joseph-Ave-Luther-OK-73054/21975705_zpid/,06-23-2022_21:41:29,21975705,8 days on Zillow
8808 Kimberly Road,Oklahoma City,OK,73132,"$255,000",3,2,"1,642",35.56138,-97.669716,House for sale,https://www.zillow.com/homedetails/8808-Kimberly-Rd-Oklahoma-City-OK-73132/21983665_zpid/,06-23-2022_21:41:29,21983665,8 days on Zillow
4413 Idylbreeze Drive,Oklahoma City,OK,73179,"$274,950",3,2,"1,567",35.425343,-97.667046,New construction,https://www.zillow.com/homedetails/4413-Idylbreeze-Dr-Oklahoma-City-OK-73179/2062752697_zpid/,06-23-2022_21:41:29,2062752697,8 days on Zillow
(undisclosed Address),Oklahoma City,OK,73132,"$396,732",4,3,"2,219",,,New construction,https://www.zillow.com/homedetails/Oklahoma-City-OK-73132/2062753677_zpid/,06-23-2022_21:41:29,2062753677,8 days on Zillow
(undisclosed Address),Oklahoma City,OK,73127,"$278,900",3,3,"1,932",,,House for sale,https://www.zillow.com/homedetails/Oklahoma-City-OK-73127/21981524_zpid/,06-23-2022_21:41:29,21981524,8 days on Zillow
16021 Buffalo Drive,Oklahoma City,OK,73170,"$359,900",4,2,"1,964",35.30958,-97.54514,New construction,https://www.zillow.com/homedetails/16021-Buffalo-Dr-Oklahoma-City-OK-73170/331521474_zpid/,06-23-2022_21:41:29,331521474,Open: Sun. 1-2pm
Marietta Plan,,,,"$374,910",3,2,"2,123",35.30897,-97.54716,New construction,https://www.zillow.com/community/native-plains/2067023113_zpid/,06-23-2022_21:41:29,2067023113,Open: M: 1:00 PM-6:00 P...
Camden Plan,,,,"$359,900",3,2,"1,875",35.583996,-97.6656,New construction,https://www.zillow.com/community/chapel-creek/2070480551_zpid/,06-23-2022_21:41:29,2070480551,8 days on Zillow
Lapis 1 Plan,,,,"$491,950",4,3,"2,520",35.593864,-97.61638,New construction,https://www.zillow.com/community/glenhurst/2077156039_zpid/,06-23-2022_21:41:29,2077156039,8 days on Zillow
4400 NW 52nd Street,Oklahoma City,OK,73112,"$177,000",3,2,"1,386",35.523903,-97.59877,House for sale,https://www.zillow.com/homedetails/4400-NW-52nd-St-Oklahoma-City-OK-73112/21976737_zpid/,06-23-2022_21:41:29,21976737,10 days on Zillow
1908 S High Avenue,Oklahoma City,OK,73129,"$120,000",3,1,"1,466",35.44612,-97.49429,House for sale,https://www.zillow.com/homedetails/1908-S-High-Ave-Oklahoma-City-OK-73129/21984728_zpid/,06-23-2022_21:41:29,21984728,10 days on Zillow
