price
"$920,000"
"$920,000"
"$410,000"
"$690,000"
"$446,777"
"$99,900"
"$1,699,000"
"$119,000"
"$989,000"
"$215,000"
"$1,050,000"
"$650,000"
"$6,495,000"
"$619,000"
"$249,900"
"$725,000"
"$725,000"
"$179,900"
"$259,900"
"$89,900"
