address_street,city,state,zip_code,price,beds,baths,area_sq_ft,latitude,longitude,status_text,listing_id,list_url,date_scraped
8036 Summer Harvest Ave,Las Vegas,NV,89129,"$469,000",2,3,"1,525",36.219955,-115.27015,House for sale,6928128,https://www.zillow.com/homedetails/8036-Summer-Harvest-Ave-Las-Vegas-NV-89129/6928128_zpid/,06-10-2022_19:30:32
9307 Stock St,Las Vegas,NV,89178,"$505,000",3,4,"1,813",36.019176,-115.29762,House for sale,87744722,https://www.zillow.com/homedetails/9307-Stock-St-Las-Vegas-NV-89178/87744722_zpid/,06-10-2022_19:30:32
8199 Sorrel St,Las Vegas,NV,89139,"$650,000",4,3,"2,277",36.039795,-115.237045,House for sale,124175902,https://www.zillow.com/homedetails/8199-Sorrel-St-Las-Vegas-NV-89139/124175902_zpid/,06-10-2022_19:30:32
4955 Crooked Stick Way,Las Vegas,NV,89113,"$599,995",2,3,"1,937",36.098545,-115.27772,Townhouse for sale,7147363,https://www.zillow.com/homedetails/4955-Crooked-Stick-Way-Las-Vegas-NV-89113/7147363_zpid/,06-10-2022_19:30:32
10523 Mission Lakes Ave,Las Vegas,NV,89134,"$405,000",2,2,"1,319",36.19454,-115.328156,Townhouse for sale,6910147,https://www.zillow.com/homedetails/10523-Mission-Lakes-Ave-Las-Vegas-NV-89134/6910147_zpid/,06-10-2022_19:30:32
10555 Winter Grass Dr,Las Vegas,NV,89135,"$615,000",4,3,"2,365",36.0917,-115.323425,House for sale,70057582,https://www.zillow.com/homedetails/10555-Winter-Grass-Dr-Las-Vegas-NV-89135/70057582_zpid/,06-10-2022_19:30:32
1838 N Decatur Blvd UNIT 101,Las Vegas,NV,89108,"$185,000",2,2,945,36.191998,-115.203445,Condo for sale,71173008,https://www.zillow.com/homedetails/1838-N-Decatur-Blvd-UNIT-101-Las-Vegas-NV-89108/71173008_zpid/,06-10-2022_19:30:32
5100 Carmen Blvd,Las Vegas,NV,89108,"$349,000",3,2,"1,194",36.184128,-115.21073,House for sale,6958551,https://www.zillow.com/homedetails/5100-Carmen-Blvd-Las-Vegas-NV-89108/6958551_zpid/,06-10-2022_19:30:32
8984 Barnwell Ave,Las Vegas,NV,89149,"$489,000",4,3,"2,464",36.28765,-115.29157,House for sale,61742705,https://www.zillow.com/homedetails/8984-Barnwell-Ave-Las-Vegas-NV-89149/61742705_zpid/,06-10-2022_19:30:32
745 Wheat Ridge Ln UNIT 203,Las Vegas,NV,89145,"$230,000",2,2,"1,168",36.16212,-115.266,Condo for sale,6974121,https://www.zillow.com/homedetails/745-Wheat-Ridge-Ln-UNIT-203-Las-Vegas-NV-89145/6974121_zpid/,06-10-2022_19:30:32
4471 Dean Martin Dr UNIT 909,Las Vegas,NV,89103,"$859,900",2,2,"1,652",36.108574,-115.18183,Condo for sale,2062922466,https://www.zillow.com/homedetails/4471-Dean-Martin-Dr-UNIT-909-Las-Vegas-NV-89103/2062922466_zpid/,06-10-2022_19:30:32
11831 Magliana St,Las Vegas,NV,89183,"$450,000",3,3,"1,635",35.974857,-115.166954,House for sale,58637846,https://www.zillow.com/homedetails/11831-Magliana-St-Las-Vegas-NV-89183/58637846_zpid/,06-10-2022_19:30:32
5250 S Rainbow Blvd UNIT 1177,Las Vegas,NV,89118,"$324,900",2,2,"1,034",36.093834,-115.24243,Condo for sale,68276630,https://www.zillow.com/homedetails/5250-S-Rainbow-Blvd-UNIT-1177-Las-Vegas-NV-89118/68276630_zpid/,06-10-2022_19:30:32
2401 Rancho Bel Air Dr,Las Vegas,NV,89107,"$1,599,000",5,4,"3,060",36.17181,-115.17485,House for sale,7013792,https://www.zillow.com/homedetails/2401-Rancho-Bel-Air-Dr-Las-Vegas-NV-89107/7013792_zpid/,06-10-2022_19:30:32
4195 Balmoral Castle Ct,Las Vegas,NV,89141,"$1,695,000",5,5,"5,266",35.98794,-115.19569,House for sale,61649055,https://www.zillow.com/homedetails/4195-Balmoral-Castle-Ct-Las-Vegas-NV-89141/61649055_zpid/,06-10-2022_19:30:32
7816 Calico Flower Ave,Las Vegas,NV,89128,"$541,000",3,3,"1,742",36.18936,-115.26551,House for sale,6950580,https://www.zillow.com/homedetails/7816-Calico-Flower-Ave-Las-Vegas-NV-89128/6950580_zpid/,06-10-2022_19:30:32
2004 Faywood St,Las Vegas,NV,89134,"$700,000",4,3,"2,718",36.195835,-115.30085,House for sale,6946138,https://www.zillow.com/homedetails/2004-Faywood-St-Las-Vegas-NV-89134/6946138_zpid/,06-10-2022_19:30:32
2001 Jade Creek St UNIT 201,Las Vegas,NV,89117,"$320,000",2,2,"1,000",36.148205,-115.312355,Condo for sale,7110834,https://www.zillow.com/homedetails/2001-Jade-Creek-St-UNIT-201-Las-Vegas-NV-89117/7110834_zpid/,06-10-2022_19:30:32
892 Sweeping Vine Ave,Las Vegas,NV,89183,"$599,995",4,3,"2,523",36.00952,-115.143845,House for sale,7177094,https://www.zillow.com/homedetails/892-Sweeping-Vine-Ave-Las-Vegas-NV-89183/7177094_zpid/,06-10-2022_19:30:32
10844 Hot Oak Springs Ave,Las Vegas,NV,89134,"$929,000",2,3,"2,545",36.20409,-115.336,House for sale,6908661,https://www.zillow.com/homedetails/10844-Hot-Oak-Springs-Ave-Las-Vegas-NV-89134/6908661_zpid/,06-10-2022_19:30:32
Coronado Plan,,,,"$570,950",3,3,"2,610",36.002636,-115.16866,New construction,2063241698,https://www.zillow.com/community/timber-trails/2063241698_zpid/,06-10-2022_19:30:32
2447 Grannis Ln,Las Vegas,NV,89104,"$425,000",3,3,"1,870",36.14495,-115.08839,House for sale,7052718,https://www.zillow.com/homedetails/2447-Grannis-Ln-Las-Vegas-NV-89104/7052718_zpid/,06-10-2022_19:30:32
Elliot Plan,,,,"$492,990",3,3,"2,472",36.3254,-115.2991,New construction,2063262440,https://www.zillow.com/community/sunstone-archer/2063262440_zpid/,06-10-2022_19:30:32
1830 N Buffalo Dr UNIT 2055,Las Vegas,NV,89128,"$265,000",2,2,"1,062",36.19243,-115.25971,Condo for sale,6951437,https://www.zillow.com/homedetails/1830-N-Buffalo-Dr-UNIT-2055-Las-Vegas-NV-89128/6951437_zpid/,06-10-2022_19:30:32
3937 Herford Ln,Las Vegas,NV,89110,"$349,888",3,2,"1,152",36.175346,-115.09024,House for sale,7034855,https://www.zillow.com/homedetails/3937-Herford-Ln-Las-Vegas-NV-89110/7034855_zpid/,06-10-2022_19:30:32
Plan 1998 Plan,,,,"$429,990",4,3,"1,998",36.229576,-115.28869,New construction,2063046385,https://www.zillow.com/community/gilmore-grove/2063046385_zpid/,06-10-2022_19:30:32
6062 Sundial Crest Ct,Las Vegas,NV,89120,"$599,999",5,3,"2,561",36.07947,-115.09555,House for sale,66857557,https://www.zillow.com/homedetails/6062-Sundial-Crest-Ct-Las-Vegas-NV-89120/66857557_zpid/,06-10-2022_19:30:32
9155 Valley Spring Ct,Las Vegas,NV,89147,"$530,000",4,2,"2,124",36.108425,-115.292145,House for sale,7132347,https://www.zillow.com/homedetails/9155-Valley-Spring-Ct-Las-Vegas-NV-89147/7132347_zpid/,06-10-2022_19:30:32
1315 Hazel Tree Ct,Las Vegas,NV,89142,"$334,500",3,2,"1,244",36.157482,-115.047005,House for sale,7044606,https://www.zillow.com/homedetails/1315-Hazel-Tree-Ct-Las-Vegas-NV-89142/7044606_zpid/,06-10-2022_19:30:32
9021 Moss Creek Cir,Las Vegas,NV,89117,"$799,999",4,3,"3,031",36.13806,-115.29449,House for sale,7115096,https://www.zillow.com/homedetails/9021-Moss-Creek-Cir-Las-Vegas-NV-89117/7115096_zpid/,06-10-2022_19:30:32
5032 Saint Annes Dr,Las Vegas,NV,89149,"$419,999",3,2,"1,483",36.252907,-115.24888,House for sale,6901770,https://www.zillow.com/homedetails/5032-Saint-Annes-Dr-Las-Vegas-NV-89149/6901770_zpid/,06-10-2022_19:30:32
2554 Paradise Village Way,Las Vegas,NV,89120,"$330,000",3,3,"1,430",36.097744,-115.11524,Townhouse for sale,7099495,https://www.zillow.com/homedetails/2554-Paradise-Village-Way-Las-Vegas-NV-89120/7099495_zpid/,06-10-2022_19:30:32
7904 Fossil Creek Ln UNIT 203,Las Vegas,NV,89145,"$269,900",2,2,"1,266",36.163673,-115.26681,Condo for sale,6973877,https://www.zillow.com/homedetails/7904-Fossil-Creek-Ln-UNIT-203-Las-Vegas-NV-89145/6973877_zpid/,06-10-2022_19:30:32
5521 Coyote Falls Ct,Las Vegas,NV,89131,"$575,000",4,3,"2,679",36.319756,-115.217026,House for sale,66843977,https://www.zillow.com/homedetails/5521-Coyote-Falls-Ct-Las-Vegas-NV-89131/66843977_zpid/,06-10-2022_19:30:32
5250 S Rainbow Blvd UNIT 1085,Las Vegas,NV,89118,"$300,000",2,2,"1,034",36.093834,-115.24243,Condo for sale,68276454,https://www.zillow.com/homedetails/5250-S-Rainbow-Blvd-UNIT-1085-Las-Vegas-NV-89118/68276454_zpid/,06-10-2022_19:30:32
701 Lacy Ln,Las Vegas,NV,89107,"$995,000",4,5,"3,314",36.164318,-115.186516,House for sale,7013644,https://www.zillow.com/homedetails/701-Lacy-Ln-Las-Vegas-NV-89107/7013644_zpid/,06-10-2022_19:30:32
2300 Silverado Ranch Blvd #1049,Las Vegas,NV,89113,"$222,500",1,1,776,36.013336,-115.11949,Condo for sale,66855526,https://www.zillow.com/homedetails/2300-Silverado-Ranch-Blvd-1049-Las-Vegas-NV-89113/66855526_zpid/,06-10-2022_19:30:32
104 Lotus Blossom Ct,Las Vegas,NV,89145,"$450,000",3,2,"1,927",36.17429,-115.252235,House for sale,6963519,https://www.zillow.com/homedetails/104-Lotus-Blossom-Ct-Las-Vegas-NV-89145/6963519_zpid/,06-10-2022_19:30:32
4161 Patterson Ave,Las Vegas,NV,89104,"$330,000",3,2,"1,058",36.147533,-115.083984,House for sale,7052510,https://www.zillow.com/homedetails/4161-Patterson-Ave-Las-Vegas-NV-89104/7052510_zpid/,06-10-2022_19:30:32
7908 Copper Canyon Rd,Las Vegas,NV,89128,"$359,990",3,3,"1,350",36.18254,-115.26513,House for sale,6967635,https://www.zillow.com/homedetails/7908-Copper-Canyon-Rd-Las-Vegas-NV-89128/6967635_zpid/,06-10-2022_19:30:32
11534 Glowing Sunset Ln,Las Vegas,NV,89135,"$1,700,000",3,4,"3,455",36.12862,-115.34499,House for sale,61746305,https://www.zillow.com/homedetails/11534-Glowing-Sunset-Ln-Las-Vegas-NV-89135/61746305_zpid/,06-10-2022_19:30:32
520 Thrush Dr,Las Vegas,NV,89145,"$444,900",3,3,"1,650",36.165707,-115.264206,House for sale,6973466,https://www.zillow.com/homedetails/520-Thrush-Dr-Las-Vegas-NV-89145/6973466_zpid/,06-10-2022_19:30:32
5710 E Tropicana Ave UNIT 2055,Las Vegas,NV,89122,"$232,000",2,2,"1,029",36.104813,-115.04864,Condo for sale,7065114,https://www.zillow.com/homedetails/5710-E-Tropicana-Ave-UNIT-2055-Las-Vegas-NV-89122/7065114_zpid/,06-10-2022_19:30:32
Bennett Plan,,,,"$432,990",3,2,"1,248",36.0126,-115.3118,New construction,2063264476,https://www.zillow.com/community/galloway/2063264476_zpid/,06-10-2022_19:30:32
3744 Progress Cir,Las Vegas,NV,89108,"$395,000",3,2,"1,091",36.229237,-115.24324,House for sale,6929913,https://www.zillow.com/homedetails/3744-Progress-Cir-Las-Vegas-NV-89108/6929913_zpid/,06-10-2022_19:30:32
3226 Dove Run Creek Dr,Las Vegas,NV,89135,"$1,895,000",5,6,"4,700",36.131798,-115.34217,House for sale,55108037,https://www.zillow.com/homedetails/3226-Dove-Run-Creek-Dr-Las-Vegas-NV-89135/55108037_zpid/,06-10-2022_19:30:32
5237 Iron River Ct,Las Vegas,NV,89135,"$2,499,000",4,5,"4,557",36.093987,-115.329185,House for sale,337614335,https://www.zillow.com/homedetails/5237-Iron-River-Ct-Las-Vegas-NV-89135/337614335_zpid/,06-10-2022_19:30:32
5985 Falconer Ave,Las Vegas,NV,89122,"$355,000",3,2,"1,234",36.12066,-115.04231,House for sale,68660572,https://www.zillow.com/homedetails/5985-Falconer-Ave-Las-Vegas-NV-89122/68660572_zpid/,06-10-2022_19:30:32
5720 Goldmount Ave,Las Vegas,NV,89107,"$318,888",3,2,"1,585",36.179077,-115.21935,Townhouse for sale,6957732,https://www.zillow.com/homedetails/5720-Goldmount-Ave-Las-Vegas-NV-89107/6957732_zpid/,06-10-2022_19:30:32
1617 Stewart Ave,Las Vegas,NV,89101,"$275,000",-,-,968,36.166687,-115.12596,Multi-family home for sale,7015165,https://www.zillow.com/homedetails/1617-Stewart-Ave-Las-Vegas-NV-89101/7015165_zpid/,06-10-2022_19:30:32
4175 Heller Dr,Las Vegas,NV,89115,"$360,000",3,3,"1,515",36.227234,-115.08283,House for sale,7019927,https://www.zillow.com/homedetails/4175-Heller-Dr-Las-Vegas-NV-89115/7019927_zpid/,06-10-2022_19:30:32
PLAN 2539 Plan,,,,"$704,990",4,3,"2,538",36.25582,-115.3154,New construction,2063246057,https://www.zillow.com/community/manor-at-acacia-landing/2063246057_zpid/,06-10-2022_19:30:32
888 Cirrus Cloud Ave,Las Vegas,NV,89138,"$650,000",3,3,"1,781",36.159817,-115.3708,House for sale,295538348,https://www.zillow.com/homedetails/888-Cirrus-Cloud-Ave-Las-Vegas-NV-89138/295538348_zpid/,06-10-2022_19:30:32
3948 Autumn St,Las Vegas,NV,89120,"$485,000",3,2,"1,672",36.099007,-115.088486,House for sale,7071936,https://www.zillow.com/homedetails/3948-Autumn-St-Las-Vegas-NV-89120/7071936_zpid/,06-10-2022_19:30:32
4260 El Campana Way,Las Vegas,NV,89121,"$435,000",3,2,"1,565",36.109333,-115.08129,House for sale,7062146,https://www.zillow.com/homedetails/4260-El-Campana-Way-Las-Vegas-NV-89121/7062146_zpid/,06-10-2022_19:30:32
10016 Sharp Ridge Ave,Las Vegas,NV,89149,"$659,000",5,4,"3,087",36.301125,-115.31337,House for sale,66844969,https://www.zillow.com/homedetails/10016-Sharp-Ridge-Ave-Las-Vegas-NV-89149/66844969_zpid/,06-10-2022_19:30:32
7841 Montour Falls St,Las Vegas,NV,89149,"$362,000",3,2,"1,101",36.30417,-115.30344,House for sale,62634665,https://www.zillow.com/homedetails/7841-Montour-Falls-St-Las-Vegas-NV-89149/62634665_zpid/,06-10-2022_19:30:32
Plan 2124 Plan,,,,"$456,990",3,3,"2,124",36.261593,-115.33258,New construction,2063035862,https://www.zillow.com/community/landings-at-montalado-north/2063035862_zpid/,06-10-2022_19:30:32
2777 Paradise Rd UNIT 305,Las Vegas,NV,89109,"$500,000",2,2,"1,556",36.138287,-115.1555,Condo for sale,68657047,https://www.zillow.com/homedetails/2777-Paradise-Rd-UNIT-305-Las-Vegas-NV-89109/68657047_zpid/,06-10-2022_19:30:32
7842 Autumn Gate Ave,Las Vegas,NV,89131,"$400,000",3,2,"1,296",36.3002,-115.266365,House for sale,54984487,https://www.zillow.com/homedetails/7842-Autumn-Gate-Ave-Las-Vegas-NV-89131/54984487_zpid/,06-10-2022_19:30:32
116 Celia Pl,Las Vegas,NV,89145,"$445,000",4,2,"1,895",36.172554,-115.26506,House for sale,6972964,https://www.zillow.com/homedetails/116-Celia-Pl-Las-Vegas-NV-89145/6972964_zpid/,06-10-2022_19:30:32
7358 London Blue Ct,Las Vegas,NV,89120,"$549,900",3,3,"2,223",36.055866,-115.1153,House for sale,141743386,https://www.zillow.com/homedetails/7358-London-Blue-Ct-Las-Vegas-NV-89120/141743386_zpid/,06-10-2022_19:30:32
7851 Apache Cliff St,Las Vegas,NV,89113,"$775,000",3,3,"2,835",36.04558,-115.24825,House for sale,59436984,https://www.zillow.com/homedetails/7851-Apache-Cliff-St-Las-Vegas-NV-89113/59436984_zpid/,06-10-2022_19:30:32
