address_street,city,state,zip_code,price,beds,baths,area_sq_ft,latitude,longitude,status_text,listing_id,list_url,date_scraped
188 Brookline Ave UNIT 23A,Boston,MA,02215,"$2,950,000",3,3,"1,852",42.344147,-71.10151,Condo for sale,318225398,https://www.zillow.com/homedetails/188-Brookline-Ave-UNIT-23A-Boston-MA-02215/318225398_zpid/,06-10-2022_19:28:53
94 Bragdon St,Roxbury,MA,02119,"$1,249,000",9,3,"3,180",42.319035,-71.10001,Multi-family home for sale,59187238,https://www.zillow.com/homedetails/94-Bragdon-St-Roxbury-MA-02119/59187238_zpid/,06-10-2022_19:28:53
532 E 6th St #1,Boston,MA,02127,"$599,000",2,1,931,42.33312,-71.0393,Condo for sale,2104767017,https://www.zillow.com/homedetails/532-E-6th-St-1-Boston-MA-02127/2104767017_zpid/,06-10-2022_19:28:53
117 Saratoga St,East Boston,MA,02128,"$975,000",3,3,"1,816",42.376747,-71.03562,Multi-family home for sale,59123261,https://www.zillow.com/homedetails/117-Saratoga-St-East-Boston-MA-02128/59123261_zpid/,06-10-2022_19:28:53
96 Milton Ave,Dorchester,MA,02124,"$1,350,000",1,3,"4,689",42.282356,-71.07591,Multi-family home for sale,59113498,https://www.zillow.com/homedetails/96-Milton-Ave-Dorchester-MA-02124/59113498_zpid/,06-10-2022_19:28:53
200 Salem St #1,Boston,MA,02113,"$529,000",2,1,517,42.367043,-71.05449,Condo for sale,59163756,https://www.zillow.com/homedetails/200-Salem-St-1-Boston-MA-02113/59163756_zpid/,06-10-2022_19:28:53
290 North St #2,Boston,MA,02113,"$2,095,000",3,3,"2,206",42.364037,-71.0521,Townhouse for sale,295325449,https://www.zillow.com/homedetails/290-North-St-2-Boston-MA-02113/295325449_zpid/,06-10-2022_19:28:53
11 Walley St #408,Boston,MA,02128,"$699,900",2,2,941,42.389866,-70.99833,Condo for sale,2079507639,https://www.zillow.com/homedetails/11-Walley-St-408-Boston-MA-02128/2079507639_zpid/,06-10-2022_19:28:53
1 Nassau St UNIT 1901,Boston,MA,02111,"$979,000",2,2,"1,024",42.34854,-71.062935,Condo for sale,67709859,https://www.zillow.com/homedetails/1-Nassau-St-UNIT-1901-Boston-MA-02111/67709859_zpid/,06-10-2022_19:28:53
115 Dakota St #1,Dorchester Center,MA,02124,"$379,000",1,1,612,42.299786,-71.06755,Condo for sale,2078623420,https://www.zillow.com/homedetails/115-Dakota-St-1-Dorchester-Center-MA-02124/2078623420_zpid/,06-10-2022_19:28:53
1501 Commonwealth Ave #402,Brighton,MA,02135,"$874,900",2,2,995,42.34759,-71.14111,Condo for sale,239893301,https://www.zillow.com/homedetails/1501-Commonwealth-Ave-402-Brighton-MA-02135/239893301_zpid/,06-10-2022_19:28:53
