address_street,city,state,zip_code,price,beds,baths,area_sq_ft,latitude,longitude,status_text,listing_id,list_url,date_scraped
19 E 118th St,Chicago,IL,60628,"$59,500",4,1,804,41.6796,-87.621895,New,4155680,https://www.zillow.com/homedetails/19-E-118th-St-Chicago-IL-60628/4155680_zpid/,06-10-2022_19:19:22
634 N Homan Ave,Chicago,IL,60624,"$550,000",7,4,--,41.892914,-87.71172,New,2116784761,https://www.zillow.com/homedetails/634-N-Homan-Ave-Chicago-IL-60624/2116784761_zpid/,06-10-2022_19:19:22
5723 W Erie St,Chicago,IL,60644,"$83,900",3,1,882,41.89168,-87.76872,New,3807266,https://www.zillow.com/homedetails/5723-W-Erie-St-Chicago-IL-60644/3807266_zpid/,06-10-2022_19:19:22
910 S Michigan Ave APT 1211,Chicago,IL,60605,"$444,900",2,2,"1,650",41.870163,-87.62485,New,70449738,https://www.zillow.com/homedetails/910-S-Michigan-Ave-APT-1211-Chicago-IL-60605/70449738_zpid/,06-10-2022_19:19:22
159 E Walton Pl APT 14A,Chicago,IL,60611,"$2,950,000",2,3,"2,832",41.89979,-87.623505,Re-activated,80822248,https://www.zillow.com/homedetails/159-E-Walton-Pl-APT-14A-Chicago-IL-60611/80822248_zpid/,06-10-2022_19:19:22
1305 E 69th St,Chicago,IL,60637,"$98,000",5,2,--,41.76969,-87.59381,New,2062928894,https://www.zillow.com/homedetails/1305-E-69th-St-Chicago-IL-60637/2062928894_zpid/,06-10-2022_19:19:22
1250 N Dearborn St APT 23C,Chicago,IL,60610,"$484,900",2,2,"1,400",41.90541,-87.63045,New,3857811,https://www.zillow.com/homedetails/1250-N-Dearborn-St-APT-23C-Chicago-IL-60610/3857811_zpid/,06-10-2022_19:19:22
4309 W 83rd St,Chicago,IL,60652,"$299,900",5,2,"1,400",41.74182,-87.729416,New,3973331,https://www.zillow.com/homedetails/4309-W-83rd-St-Chicago-IL-60652/3973331_zpid/,06-10-2022_19:19:22
842 W Belle Plaine Ave APT 1W,Chicago,IL,60613,"$439,375",3,2,--,41.957462,-87.65145,New,113953871,https://www.zillow.com/homedetails/842-W-Belle-Plaine-Ave-APT-1W-Chicago-IL-60613/113953871_zpid/,06-10-2022_19:19:22
680 N Lake Shore Dr APT 919,Chicago,IL,60611,"$375,000",2,3,"2,000",41.894665,-87.61671,New,3866146,https://www.zillow.com/homedetails/680-N-Lake-Shore-Dr-APT-919-Chicago-IL-60611/3866146_zpid/,06-10-2022_19:19:22
6801 S Winchester Ave,Chicago,IL,60636,"$180,000",6,2,"2,500",41.77014,-87.672104,Re-activated,3996626,https://www.zillow.com/homedetails/6801-S-Winchester-Ave-Chicago-IL-60636/3996626_zpid/,06-10-2022_19:19:22
5644 S Wabash Ave,Chicago,IL,60637,"$160,000",4,5,"2,000",41.791573,-87.624466,New,2141481428,https://www.zillow.com/homedetails/5644-S-Wabash-Ave-Chicago-IL-60637/2141481428_zpid/,06-10-2022_19:19:22
8714 S Marshfield Ave,Chicago,IL,60620,"$105,000",3,2,"1,155",41.735218,-87.66461,New,4123290,https://www.zillow.com/homedetails/8714-S-Marshfield-Ave-Chicago-IL-60620/4123290_zpid/,06-10-2022_19:19:22
1422 N Orleans St APT 4S,Chicago,IL,60610,"$750,000",3,3,"2,500",41.908333,-87.63781,New,2093575620,https://www.zillow.com/homedetails/1422-N-Orleans-St-APT-4S-Chicago-IL-60610/2093575620_zpid/,06-10-2022_19:19:22
2723 W 22nd Pl,Chicago,IL,60608,"$440,000",9,3,--,41.850746,-87.693924,New,2062931509,https://www.zillow.com/homedetails/2723-W-22nd-Pl-Chicago-IL-60608/2062931509_zpid/,06-10-2022_19:19:22
9043 S Laflin St,Chicago,IL,60620,"$345,500",6,3,--,41.7291,-87.6601,New,2120015192,https://www.zillow.com/homedetails/9043-S-Laflin-St-Chicago-IL-60620/2120015192_zpid/,06-10-2022_19:19:22
6854 S Keeler Ave,Chicago,IL,60629,"$282,000",3,1,"1,056",41.767876,-87.72771,New,3951832,https://www.zillow.com/homedetails/6854-S-Keeler-Ave-Chicago-IL-60629/3951832_zpid/,06-10-2022_19:19:22
1520 W 71st St,Chicago,IL,60636,"$92,500",4,3,"1,500",41.76519,-87.66226,New,3998078,https://www.zillow.com/homedetails/1520-W-71st-St-Chicago-IL-60636/3998078_zpid/,06-10-2022_19:19:22
5533 S Francisco Ave,Chicago,IL,60629,"$199,000",2,2,"1,143",41.79264,-87.69586,New,3930960,https://www.zillow.com/homedetails/5533-S-Francisco-Ave-Chicago-IL-60629/3930960_zpid/,06-10-2022_19:19:22
5215 N Laporte Ave,Chicago,IL,60630,"$549,900",4,2,--,41.975815,-87.75153,New,2129279949,https://www.zillow.com/homedetails/5215-N-Laporte-Ave-Chicago-IL-60630/2129279949_zpid/,06-10-2022_19:19:22
3332 W Irving Park Rd,Chicago,IL,60618,"$1,799,000",9,6,--,41.95418,-87.71183,New,2089730879,https://www.zillow.com/homedetails/3332-W-Irving-Park-Rd-Chicago-IL-60618/2089730879_zpid/,06-10-2022_19:19:22
6805 S Keeler Ave,Chicago,IL,60629,"$324,900",3,3,"1,100",41.769287,-87.72704,New,3951840,https://www.zillow.com/homedetails/6805-S-Keeler-Ave-Chicago-IL-60629/3951840_zpid/,06-10-2022_19:19:22
9411 S Leavitt St,Chicago,IL,60643,"$439,000",3,2,"1,614",41.72239,-87.67691,New,4124321,https://www.zillow.com/homedetails/9411-S-Leavitt-St-Chicago-IL-60643/4124321_zpid/,06-10-2022_19:19:22
1222 N Orleans St,Chicago,IL,60610,"$975,000",3,4,"3,100",41.904465,-87.637726,New,65563756,https://www.zillow.com/homedetails/1222-N-Orleans-St-Chicago-IL-60610/65563756_zpid/,06-10-2022_19:19:22
5601 N Sheridan Rd APT 10E,Chicago,IL,60660,"$249,900",2,2,"1,217",41.98401,-87.65459,New,3695417,https://www.zillow.com/homedetails/5601-N-Sheridan-Rd-APT-10E-Chicago-IL-60660/3695417_zpid/,06-10-2022_19:19:22
3549 N Reta Ave APT 4,Chicago,IL,60657,"$685,000",2,2,"1,500",41.94692,-87.65033,New,123056952,https://www.zillow.com/homedetails/3549-N-Reta-Ave-APT-4-Chicago-IL-60657/123056952_zpid/,06-10-2022_19:19:22
8 Randolph St #1401,Chicago,IL,60601,"$525,000",2,2,--,,,New,2066615715,https://www.zillow.com/homedetails/8-Randolph-St-1401-Chicago-IL-60601/2066615715_zpid/,06-10-2022_19:19:22
9937 S Fairfield Ave,Chicago,IL,60655,"$419,900",5,3,"2,100",41.712437,-87.69016,New,4077505,https://www.zillow.com/homedetails/9937-S-Fairfield-Ave-Chicago-IL-60655/4077505_zpid/,06-10-2022_19:19:22
2136 W Monroe St APT 104,Chicago,IL,60612,"$265,000",2,2,--,41.88024,-87.680534,New,61961368,https://www.zillow.com/homedetails/2136-W-Monroe-St-APT-104-Chicago-IL-60612/61961368_zpid/,06-10-2022_19:19:22
5700 W Wilson Ave,Chicago,IL,60630,"$498,000",5,2,"1,600",41.96436,-87.76999,New,3651567,https://www.zillow.com/homedetails/5700-W-Wilson-Ave-Chicago-IL-60630/3651567_zpid/,06-10-2022_19:19:22
1867 N Halsted St APT 2N,Chicago,IL,60614,"$650,000",3,2,--,41.915752,-87.64807,New,3739757,https://www.zillow.com/homedetails/1867-N-Halsted-St-APT-2N-Chicago-IL-60614/3739757_zpid/,06-10-2022_19:19:22
1817 N Hudson Ave,Chicago,IL,60614,"$1,619,000",2,2,"3,240",41.91524,-87.6396,New,3740496,https://www.zillow.com/homedetails/1817-N-Hudson-Ave-Chicago-IL-60614/3740496_zpid/,06-10-2022_19:19:22
1455 N Sandburg Ter APT 2804B,Chicago,IL,60610,"$225,000",1,1,800,41.90869,-87.632034,New,3853616,https://www.zillow.com/homedetails/1455-N-Sandburg-Ter-APT-2804B-Chicago-IL-60610/3853616_zpid/,06-10-2022_19:19:22
2052 W 68th Pl,Chicago,IL,60636,"$35,000",3,2,"1,682",41.769585,-87.67574,New,3996047,https://www.zillow.com/homedetails/2052-W-68th-Pl-Chicago-IL-60636/3996047_zpid/,06-10-2022_19:19:22
33 W Delaware Pl APT 10G,Chicago,IL,60610,"$249,900",1,1,--,41.898926,-87.629326,New,65564603,https://www.zillow.com/homedetails/33-W-Delaware-Pl-APT-10G-Chicago-IL-60610/65564603_zpid/,06-10-2022_19:19:22
5427 S Hyde Park Blvd APT 3,Chicago,IL,60615,"$299,000",3,2,"1,900",41.79727,-87.58359,New,2120872506,https://www.zillow.com/homedetails/5427-S-Hyde-Park-Blvd-APT-3-Chicago-IL-60615/2120872506_zpid/,06-10-2022_19:19:22
3660 N Lake Shore Dr APT 1502,Chicago,IL,60613,"$390,000",2,2,--,41.949593,-87.64577,New,60264128,https://www.zillow.com/homedetails/3660-N-Lake-Shore-Dr-APT-1502-Chicago-IL-60613/60264128_zpid/,06-10-2022_19:19:22
3133 N Lakewood Ave APT 3E,Chicago,IL,60657,"$389,000",2,2,--,41.939545,-87.66079,New,99356671,https://www.zillow.com/homedetails/3133-N-Lakewood-Ave-APT-3E-Chicago-IL-60657/99356671_zpid/,06-10-2022_19:19:22
5748 S Racine Ave,Chicago,IL,60636,"$188,000",7,3,--,41.789097,-87.6551,New,2143643747,https://www.zillow.com/homedetails/5748-S-Racine-Ave-Chicago-IL-60636/2143643747_zpid/,06-10-2022_19:19:22
655 W Irving Park Rd APT 3509,Chicago,IL,60613,"$144,999",,1,550,41.954388,-87.64714,New,65561043,https://www.zillow.com/homedetails/655-W-Irving-Park-Rd-APT-3509-Chicago-IL-60613/65561043_zpid/,06-10-2022_19:19:22
5825 W Eddy St,Chicago,IL,60634,"$399,900",3,3,"2,900",41.944637,-87.77264,New,3661498,https://www.zillow.com/homedetails/5825-W-Eddy-St-Chicago-IL-60634/3661498_zpid/,06-10-2022_19:19:22
2300 W Wabansia Ave APT 308,Chicago,IL,60647,"$499,000",2,2,--,41.91287,-87.68447,New,3733094,https://www.zillow.com/homedetails/2300-W-Wabansia-Ave-APT-308-Chicago-IL-60647/3733094_zpid/,06-10-2022_19:19:22
88 W Schiller St APT 2601L,Chicago,IL,60610,"$275,000",1,1,--,41.90808,-87.631165,New,3854719,https://www.zillow.com/homedetails/88-W-Schiller-St-APT-2601L-Chicago-IL-60610/3854719_zpid/,06-10-2022_19:19:22
5737 S Hamilton Ave,Chicago,IL,60636,"$55,000",3,1,"1,600",41.789104,-87.677475,New,3993303,https://www.zillow.com/homedetails/5737-S-Hamilton-Ave-Chicago-IL-60636/3993303_zpid/,06-10-2022_19:19:22
3348 N Kenmore Ave APT 2,Chicago,IL,60657,"$649,900",3,2,--,41.943127,-87.65577,New,63695239,https://www.zillow.com/homedetails/3348-N-Kenmore-Ave-APT-2-Chicago-IL-60657/63695239_zpid/,06-10-2022_19:19:22
5915 S Spaulding Ave,Chicago,IL,60629,"$319,900",4,2,"2,230",41.785717,-87.705414,New,2126277898,https://www.zillow.com/homedetails/5915-S-Spaulding-Ave-Chicago-IL-60629/2126277898_zpid/,06-10-2022_19:19:22
2802 W Wilson Ave,Chicago,IL,60625,"$1,030,000",4,3,"3,400",41.965027,-87.69876,New,3642868,https://www.zillow.com/homedetails/2802-W-Wilson-Ave-Chicago-IL-60625/3642868_zpid/,06-10-2022_19:19:22
11636 S Avenue M,Chicago,IL,60617,"$389,900",4,2,"3,000",41.683453,-87.53801,New,4173794,https://www.zillow.com/homedetails/11636-S-Avenue-M-Chicago-IL-60617/4173794_zpid/,06-10-2022_19:19:22
3600 N Lake Shore Dr APT 722,Chicago,IL,60613,"$159,900",,1,600,41.94897,-87.64418,New,3715277,https://www.zillow.com/homedetails/3600-N-Lake-Shore-Dr-APT-722-Chicago-IL-60613/3715277_zpid/,06-10-2022_19:19:22
3127 N Oak Park Ave,Chicago,IL,60634,"$418,000",5,3,"1,871",41.93712,-87.79531,New,3678242,https://www.zillow.com/homedetails/3127-N-Oak-Park-Ave-Chicago-IL-60634/3678242_zpid/,06-10-2022_19:19:22
9524 S Avalon Ave,Chicago,IL,60628,"$140,000",2,1,"1,029",41.72141,-87.5939,New,4135509,https://www.zillow.com/homedetails/9524-S-Avalon-Ave-Chicago-IL-60628/4135509_zpid/,06-10-2022_19:19:22
125 E 13th St UNIT 508,Chicago,IL,60605,"$650,000",2,2,"1,484",41.865414,-87.6228,New,70474688,https://www.zillow.com/homedetails/125-E-13th-St-UNIT-508-Chicago-IL-60605/70474688_zpid/,06-10-2022_19:19:22
845 N Kingsbury St UNIT 411,Chicago,IL,60610,"$295,000",1,1,--,41.89852,-87.64342,New,89905454,https://www.zillow.com/homedetails/845-N-Kingsbury-St-UNIT-411-Chicago-IL-60610/89905454_zpid/,06-10-2022_19:19:22
659 W Randolph St APT 1804,Chicago,IL,60661,"$599,900",2,2,"1,230",41.884,-87.645035,New,101305662,https://www.zillow.com/homedetails/659-W-Randolph-St-APT-1804-Chicago-IL-60661/101305662_zpid/,06-10-2022_19:19:22
500 W Superior St UNIT 2209,Chicago,IL,60654,"$1,395,000",3,4,"2,450",41.895775,-87.64222,New,87726339,https://www.zillow.com/homedetails/500-W-Superior-St-UNIT-2209-Chicago-IL-60654/87726339_zpid/,06-10-2022_19:19:22
5236 W Roscoe St,Chicago,IL,60641,"$479,896",6,2,--,41.942593,-87.75829,New,2120912342,https://www.zillow.com/homedetails/5236-W-Roscoe-St-Chicago-IL-60641/2120912342_zpid/,06-10-2022_19:19:22
5145 S Newcastle Ave,Chicago,IL,60638,"$298,000",3,1,"1,022",41.798157,-87.79261,New,3918988,https://www.zillow.com/homedetails/5145-S-Newcastle-Ave-Chicago-IL-60638/3918988_zpid/,06-10-2022_19:19:22
926 W Margate Ter APT 3W,Chicago,IL,60640,"$550,000",3,3,"2,000",41.972683,-87.65365,New,2075732804,https://www.zillow.com/homedetails/926-W-Margate-Ter-APT-3W-Chicago-IL-60640/2075732804_zpid/,06-10-2022_19:19:22
2034 N Orleans St,Chicago,IL,60614,"$2,100,000",1,7,--,41.919373,-87.638054,New,2098531622,https://www.zillow.com/homedetails/2034-N-Orleans-St-Chicago-IL-60614/2098531622_zpid/,06-10-2022_19:19:22
1017 N California Ave #6,Chicago,IL,60622,"$599,000",3,2,--,41.89985,-87.69641,New,306333204,https://www.zillow.com/homedetails/1017-N-California-Ave-6-Chicago-IL-60622/306333204_zpid/,06-10-2022_19:19:22
4820 N Kildare Ave,Chicago,IL,60630,"$525,000",7,4,--,41.96884,-87.73581,New,2097856277,https://www.zillow.com/homedetails/4820-N-Kildare-Ave-Chicago-IL-60630/2097856277_zpid/,06-10-2022_19:19:22
728 S Campbell Ave,Chicago,IL,60612,"$550,000",4,4,--,41.872158,-87.68891,New,3811455,https://www.zillow.com/homedetails/728-S-Campbell-Ave-Chicago-IL-60612/3811455_zpid/,06-10-2022_19:19:22
535 N Michigan Ave APT 2108,Chicago,IL,60611,"$236,900",1,1,838,41.891865,-87.6239,New,3864626,https://www.zillow.com/homedetails/535-N-Michigan-Ave-APT-2108-Chicago-IL-60611/3864626_zpid/,06-10-2022_19:19:22
1717 S Prairie Ave APT 2207,Chicago,IL,60616,"$299,999",1,1,--,41.858482,-87.61991,New,70475892,https://www.zillow.com/homedetails/1717-S-Prairie-Ave-APT-2207-Chicago-IL-60616/70475892_zpid/,06-10-2022_19:19:22
446 W Superior St,Chicago,IL,60654,"$1,850,000",4,5,"4,063",41.895695,-87.640495,New,70430497,https://www.zillow.com/homedetails/446-W-Superior-St-Chicago-IL-60654/70430497_zpid/,06-10-2022_19:19:22
