address_street,city,state,zip_code,price,beds,baths,area_sq_ft,latitude,longitude,status_text,list_url,date_scraped,listing_id,listing_time
1964 Granite St,Philadelphia,PA,19124,"$135,000",3,1,"1,234",40.016125,-75.07254,Townhouse for sale,https://www.zillow.com/homedetails/1964-Granite-St-Philadelphia-PA-19124/10558474_zpid/,06-23-2022_21:18:45,10558474,7 days on Zillow
660 Welsh Rd,Philadelphia,PA,19115,"$499,900",3,3,"1,864",40.10176,-75.04985,House for sale,https://www.zillow.com/homedetails/660-Welsh-Rd-Philadelphia-PA-19115/10565001_zpid/,06-23-2022_21:18:45,10565001,7 days on Zillow
4409 Shelmire Ave,Philadelphia,PA,19136,"$249,900",3,1,"1,116",40.03527,-75.033195,Townhouse for sale,https://www.zillow.com/homedetails/4409-Shelmire-Ave-Philadelphia-PA-19136/10571808_zpid/,06-23-2022_21:18:45,10571808,7 days on Zillow
3652 Canby Dr,Philadelphia,PA,19154,"$294,900",4,2,"1,332",40.094532,-74.96614,Townhouse for sale,https://www.zillow.com/homedetails/3652-Canby-Dr-Philadelphia-PA-19154/10589165_zpid/,06-23-2022_21:18:45,10589165,7 days on Zillow
7302 Cresheim Rd #C-14,Philadelphia,PA,19119,"$142,900",2,2,"1,038",40.057156,-75.19808,Foreclosure,https://www.zillow.com/homedetails/7302-Cresheim-Rd-C-14-Philadelphia-PA-19119/10605865_zpid/,06-23-2022_21:18:45,10605865,7 days on Zillow
440 S Broad St UNIT 1202,Philadelphia,PA,19146,"$895,000",2,2,"1,384",39.94533,-75.16538,Condo for sale,https://www.zillow.com/homedetails/440-S-Broad-St-UNIT-1202-Philadelphia-PA-19146/2115634279_zpid/,06-23-2022_21:18:45,2115634279,7 days on Zillow
110 Black Horse Aly,Philadelphia,PA,19106,"$1,575,000",4,6,"4,000",39.948986,-75.142815,Townhouse for sale,https://www.zillow.com/homedetails/110-Black-Horse-Aly-Philadelphia-PA-19106/246160613_zpid/,06-23-2022_21:18:45,246160613,7 days on Zillow
1918 E Letterly St UNIT 1,Philadelphia,PA,19125,"$349,000",2,2,"1,428",39.98595,-75.129295,Condo for sale,https://www.zillow.com/homedetails/1918-E-Letterly-St-UNIT-1-Philadelphia-PA-19125/333708768_zpid/,06-23-2022_21:18:45,333708768,7 days on Zillow
731 Melon Ter APT A,Philadelphia,PA,19123,"$159,900",2,1,618,39.96417,-75.15015,Condo for sale,https://www.zillow.com/homedetails/731-Melon-Ter-APT-A-Philadelphia-PA-19123/71249797_zpid/,06-23-2022_21:18:45,71249797,7 days on Zillow
1508 Mount Vernon St APT 2F,Philadelphia,PA,19130,"$299,900",2,1,952,39.964542,-75.163086,Condo for sale,https://www.zillow.com/homedetails/1508-Mount-Vernon-St-APT-2F-Philadelphia-PA-19130/87764376_zpid/,06-23-2022_21:18:45,87764376,7 days on Zillow
9318 Torresdale Ave,Philadelphia,PA,19114,"$349,900",3,3,"2,313",40.052345,-74.99745,House for sale,https://www.zillow.com/homedetails/9318-Torresdale-Ave-Philadelphia-PA-19114/90196686_zpid/,06-23-2022_21:18:45,90196686,7 days on Zillow
1414 S Penn Sq UNIT 33F,Philadelphia,PA,19102,"$1,595,000",2,3,"1,645",39.951492,-75.16494,Condo for sale,https://www.zillow.com/homedetails/1414-S-Penn-Sq-UNIT-33F-Philadelphia-PA-19102/90197387_zpid/,06-23-2022_21:18:45,90197387,Play video iconVideo Walkthrough
901 N Penn St UNIT F1203,Philadelphia,PA,19123,"$469,000",1,2,980,39.962326,-75.13515,Condo for sale,https://www.zillow.com/homedetails/901-N-Penn-St-UNIT-F1203-Philadelphia-PA-19123/98369141_zpid/,06-23-2022_21:18:45,98369141,7 days on Zillow
Liberty Plaza View Plan,,,,"$417,000",2,2,"1,024",39.96848,-75.139946,New construction,https://www.zillow.com/community/north-liberty-triangle/2062787114_zpid/,06-23-2022_21:18:45,2062787114,Open: M: 9:00 AM-6:00 P...
1841 N Taylor St,Philadelphia,PA,19121,"$199,900",2,2,942,39.983364,-75.17442,House for sale,https://www.zillow.com/homedetails/1841-N-Taylor-St-Philadelphia-PA-19121/10329513_zpid/,06-23-2022_21:18:45,10329513,8 days on Zillow
1929 N Myrtlewood St,Philadelphia,PA,19121,"$240,000",3,2,882,39.98555,-75.18202,Townhouse for sale,https://www.zillow.com/homedetails/1929-N-Myrtlewood-St-Philadelphia-PA-19121/10331346_zpid/,06-23-2022_21:18:45,10331346,8 days on Zillow
6108 W Oxford St,Philadelphia,PA,19151,"$230,000",5,3,"2,116",39.979797,-75.24307,House for sale,https://www.zillow.com/homedetails/6108-W-Oxford-St-Philadelphia-PA-19151/10343558_zpid/,06-23-2022_21:18:45,10343558,8 days on Zillow
7631 Malvern Ave,Philadelphia,PA,19151,"$206,000",3,1,"1,120",39.972492,-75.26699,Townhouse for sale,https://www.zillow.com/homedetails/7631-Malvern-Ave-Philadelphia-PA-19151/10347006_zpid/,06-23-2022_21:18:45,10347006,8 days on Zillow
526 Longshore Ave,Philadelphia,PA,19111,"$275,000",3,3,"2,100",40.05496,-75.08889,House for sale,https://www.zillow.com/homedetails/526-Longshore-Ave-Philadelphia-PA-19111/10359962_zpid/,06-23-2022_21:18:45,10359962,8 days on Zillow
1328 S 18th St,Philadelphia,PA,19146,"$749,900",4,5,"4,480",39.934307,-75.174355,New construction,https://www.zillow.com/homedetails/1328-S-18th-St-Philadelphia-PA-19146/10362027_zpid/,06-23-2022_21:18:45,10362027,Open: Sun. 11am-1pm
2054 Tasker St,Philadelphia,PA,19145,"$559,000",4,3,"2,600",39.931747,-75.1795,New construction,https://www.zillow.com/homedetails/2054-Tasker-St-Philadelphia-PA-19145/10365508_zpid/,06-23-2022_21:18:45,10365508,Open: Sat. 1:30-2:30pm
1508 S Bouvier St,Philadelphia,PA,19146,"$449,900",3,2,"1,695",39.932194,-75.17415,Townhouse for sale,https://www.zillow.com/homedetails/1508-S-Bouvier-St-Philadelphia-PA-19146/10372441_zpid/,06-23-2022_21:18:45,10372441,8 days on Zillow
3101 N Stillman St,Philadelphia,PA,19132,"$64,000",2,1,"1,166",40.00244,-75.17142,Townhouse for sale,https://www.zillow.com/homedetails/3101-N-Stillman-St-Philadelphia-PA-19132/10378824_zpid/,06-23-2022_21:18:45,10378824,"Price cut: $5,000 (Jun 23)"
7407 Dungan Rd,Philadelphia,PA,19111,"$294,900",3,2,"1,350",40.059902,-75.075836,House for sale,https://www.zillow.com/homedetails/7407-Dungan-Rd-Philadelphia-PA-19111/10512986_zpid/,06-23-2022_21:18:45,10512986,8 days on Zillow
1960 Ambassador St,Philadelphia,PA,19115,"$354,900",3,3,"1,800",40.079414,-75.03967,House for sale,https://www.zillow.com/homedetails/1960-Ambassador-St-Philadelphia-PA-19115/10518676_zpid/,06-23-2022_21:18:45,10518676,8 days on Zillow
3320 Fordham Rd,Philadelphia,PA,19114,"$270,000",3,2,"1,164",40.057743,-75.01083,Townhouse for sale,https://www.zillow.com/homedetails/3320-Fordham-Rd-Philadelphia-PA-19114/10523698_zpid/,06-23-2022_21:18:45,10523698,8 days on Zillow
17 Country Lane Way,Philadelphia,PA,19115,"$399,900",3,3,"2,790",40.093723,-75.0364,House for sale,https://www.zillow.com/homedetails/17-Country-Lane-Way-Philadelphia-PA-19115/10528081_zpid/,06-23-2022_21:18:45,10528081,Open: Sun. 11am-1pm
180 Larkspur St,Philadelphia,PA,19116,"$399,999",3,3,"1,732",40.120964,-75.03004,House for sale,https://www.zillow.com/homedetails/180-Larkspur-St-Philadelphia-PA-19116/10530935_zpid/,06-23-2022_21:18:45,10530935,8 days on Zillow
321 Fern St,Philadelphia,PA,19120,"$209,000",3,1,"1,200",40.043457,-75.12673,Townhouse for sale,https://www.zillow.com/homedetails/321-Fern-St-Philadelphia-PA-19120/10550196_zpid/,06-23-2022_21:18:45,10550196,8 days on Zillow
6045 Charles St,Philadelphia,PA,19135,"$159,900",3,1,"1,200",40.02447,-75.06364,Townhouse for sale,https://www.zillow.com/homedetails/6045-Charles-St-Philadelphia-PA-19135/10560360_zpid/,06-23-2022_21:18:45,10560360,"Price cut: $9,100 (Jun 16)"
8108 Moro St,Philadelphia,PA,19136,"$225,000",2,2,914,40.043774,-75.0275,Townhouse for sale,https://www.zillow.com/homedetails/8108-Moro-St-Philadelphia-PA-19136/10569124_zpid/,06-23-2022_21:18:45,10569124,8 days on Zillow
4214 Frost St,Philadelphia,PA,19136,"$229,000",3,1,"1,024",40.03931,-75.02833,Townhouse for sale,https://www.zillow.com/homedetails/4214-Frost-St-Philadelphia-PA-19136/10573348_zpid/,06-23-2022_21:18:45,10573348,8 days on Zillow
